"storm_year","max_residual","mean_sea_level"
1941,94.8109831289307,110.117832548025
1942,116.103166265762,117.60805116629
1945,124.835756689154,120.433675799087
1946,97.8153864844998,121.936872146119
1947,95.4787926833885,122.855479452055
1948,146.231489287814,123.689617486339
1949,84.7123193570736,121.813926940639
1950,97.0367646114463,123.832305936073
1951,113.56839784498,125.153082191781
1952,121.036970228294,126.024316939891
1953,151.366267281063,123.840296803653
1954,93.278720323606,122.369520547945
1955,156.752004293396,130.943835616438
1956,105.582095542443,132.211247723133
1957,145.508163160639,126.866894977169
1958,100.758194444548,123.594063926941
1959,115.303290056165,120.335017221584
1960,127.200140374369,126.339747271683
1961,88.8072376267935,126.008881199539
1962,124.386339288001,128.470592286501
1963,106.269294379391,126.810083643123
1964,88.8546399212293,134.28968579235
1965,115.313776493587,127.050570776256
1966,119.704063623016,125.891210045662
1967,77.5934961352271,127.755821917808
1968,111.996632038552,137.186885245902
1969,87.1819225960515,125.691095890411
1970,101.061602357286,132.81803652968
1971,98.9316960979691,137.134931506849
1972,123.831706076995,123.449831375741
1973,147.135424544807,127.493378995434
1974,81.7219643163374,130.980053688142
1975,117.985320995157,135.081735159817
1976,118.854528793435,125.124726775956
1977,128.204951327676,127.402054794521
1978,113.363598199562,130.444748858447
1979,91.018334693309,130.653082191781
1980,113.948384873298,132.623702185792
1981,105.573976611863,136.070657927905
1982,63.958597122716,127.389254108723
1983,99.5571202975896,130.305257142857
1984,140.905578456516,134.955415904936
1985,102.473467069493,130.900456621005
1986,121.167771758891,130.303870376732
1987,136.563481534529,125.793378995434
1988,109.495069185781,135.98162568306
1989,84.9806933745342,133.547661829072
1990,93.9585576504941,132.595890410959
1991,118.754803089324,130.550649499943
1992,123.659230646579,129.217808219178
1993,85.5864130800416,126.405136986301
1994,102.761196161057,129.494178082192
1995,103.680363221671,129.132762557078
1996,142.088403174231,136.318835930339
1997,92.8270915507806,124.458293222323
1998,101.147119542992,129.730685413005
1999,152.754671151971,134.957226027397
2000,104.888088893358,140.457058287796
2001,99.9469314539955,137.745376712329
2002,105.816558662597,133.054170969593
2003,107.743927980201,132.66093374528
2004,91.2534035214903,137.147905282332
2005,106.295365486705,137.413059360731
2006,91.1962960433681,130.077191780822
2007,144.997453599743,137.671141552511
2008,118.417518091468,140.029409080538
2009,104.752993809523,141.510764840183
2010,97.5129164799942,137.198951371284
2011,103.161149328521,139.753652968037
2012,112.134807930289,142.102367941712
2013,86.7862419132162,143.940114155251
2014,100.247731398328,139.178362573099
2015,120.143325506565,133.674292237443
2016,166.034580279932,141.189571948998
2017,92.1293811369652,139.71288069613
2018,147.005505096072,138.135570776256
2019,91.8288564289597,135.958047945205
2020,107.021554979701,136.756967213115
2021,124.518064229822,141.370319634703
2022,87.1802340584975,140.873287671233
