"storm_year","max_residual","mean_sea_level"
1966,88.3251483667043,203.800203782794
1967,68.9141562759016,205.373027791321
1968,77.3853478497241,203.412395194594
1973,84.3158149727459,199.748331234978
1974,65.3528064000791,199.216442937593
1975,67.5459620747692,201.726431264998
1976,59.422737615638,203.358443023693
1977,74.0902843781584,202.391836498379
1978,61.100748574331,200.007948688581
1979,75.6703475230848,202.522353215828
1981,66.8247625180304,202.645993846154
1982,62.6949340691466,204.894250771517
1983,71.9356059536376,208.663660782809
1984,82.3602796541269,202.605609616485
1985,76.3196327698353,202.061372146394
1987,55.0235070447134,200.507203144872
1988,60.4674639877395,203.645022201449
1989,66.1611005757218,207.943566219713
1990,81.9505540491399,210.521305603697
1991,81.7615789407864,202.332298493733
1992,92.4987971872538,202.121823770492
1993,86.4949247367396,203.086019755956
1994,72.7110785979787,200.36002283105
1995,59.214322536236,203.421144364178
1997,105.706102150808,203.060764840183
1998,53.4263407179089,205.784898432966
1999,99.7302559715659,206.739798850575
2000,85.2822887224922,206.840123313169
2001,58.2560431245117,207.043781407035
2002,74.9947341311174,210.418224355129
2003,68.2232532156021,208.362824042212
2004,55.2673632552843,207.935843296576
2005,99.0125443447062,205.420919395466
2006,89.1640865344196,206.15090356212
2007,78.7874710084966,210.803744075829
2008,71.4622966556636,206.554692622951
2009,102.916227241021,205.225933789954
2012,67.2267461956885,204.345589190594
2013,84.4198277941786,206.239209802451
2017,87.4878709241207,209.141760408211
2018,57.5123307384938,208.751398120559
2019,74.3219795076764,210.388548273432
2020,78.8902239448422,214.670825559701
2021,77.9274282561569,206.959852960483
2022,64.541741456808,211.631989000917
2023,68.9344174299694,214.398893078701
