"storm_year","max_residual","mean_sea_level"
1912,86.2645870249967,183.679939489608
1913,61.2925809378,183.430627853881
1914,103.587442439532,188.387077625571
1915,98.4956020088589,190.503618721461
1916,64.9661264563104,189.674829234973
1917,83.6127245512882,187.344942922374
1918,97.4586116431347,189.753025114155
1919,62.5981297321229,190.906210045662
1920,122.791998074444,194.021683429119
1924,100.839313985028,190.991530054645
1925,80.2020220450173,187.562876712329
1926,90.9232459957251,184.759577625571
1927,94.7805067928597,192.0624543379
1928,87.8729447936018,190.098656648452
1929,106.634373117023,188.7824543379
1930,81.5465052303474,187.067488584475
1931,82.7118178514201,193.647146118721
1932,112.245462592477,193.53383424408
1933,109.347049079757,196.370136986301
1934,77.073004653845,194.347283105023
1935,74.8424271665277,194.003150684932
1936,94.2790550669239,195.937625227687
1937,88.2706490911801,197.358904109589
1938,78.7400251439055,198.181073059361
1939,66.9278393742965,196.826430277883
1940,72.4862021892955,200.264936247723
1941,62.8410535624392,199.389840182648
1942,80.8206547408957,197.262511415525
1943,64.4344047426302,198.223675799087
1944,91.5307141829767,200.187488615665
1945,76.9309472798365,201.283436073059
1946,76.7833614819219,203.921552511416
1947,81.8154185070236,201.725331050228
1948,87.8228423821062,202.100648907104
1949,62.7814564335403,202.539931506849
1950,64.5618602073386,195.88850456621
1951,150.409776632915,203.170913242009
1952,72.6746538819285,201.571873888823
1953,69.945772161219,201.47703196347
1954,105.027224341921,201.231152968037
1955,76.182388095348,200.333778538813
1956,104.186100063045,203.569034608379
1957,73.7695758939465,202.963105022831
1958,81.4180700475994,204.828573059361
1960,80.8893190940675,206.023463114754
1961,116.005012837623,202.472636986301
1963,70.4889446924227,206.212226027397
1964,119.022760606998,204.055100182149
1965,66.708815505356,205.327319407165
1966,95.0812833964171,202.49053652968
1967,72.7875865631523,205.088162100457
1968,77.6827921792034,206.835496357013
1969,123.664659154808,208.33404109589
1972,133.551864237814,212.484733606557
1973,83.9347125584343,218.253083804143
1975,121.648031806197,212.146750243427
1976,61.375971252582,209.420044052863
1977,73.8818127248953,204.968608454957
1978,93.8789120714265,207.285022079007
1980,90.1437902038872,209.294034608379
1981,103.298671722145,207.0149543379
1982,65.5117271023248,210.571073059361
1983,82.437819044912,218.595525114155
1984,106.045947391913,216.720104735883
1985,74.6570174860672,213.350079908676
1986,147.541414786208,216.238755707763
1987,93.1428821601377,219.624737442922
1988,78.6933102909357,215.946926229508
1989,70.1401617743939,211.357865296804
1990,65.5907191623992,211.768470319635
1991,65.8219338658668,216.90200913242
1992,132.282973467037,222.347657762292
1993,140.030784215504,224.072214611872
1994,109.797952417903,216.389063926941
1995,69.0097431678043,211.772157534247
1996,133.353990457557,221.267782331512
1997,81.6762247971322,225.333276255708
1998,84.1809487308952,227.466872146119
1999,70.5236179576186,223.82979504798
2000,86.5938999682928,218.311479890668
2001,66.5812893308995,221.16405818007
2003,82.2519466713681,221.853778538813
2004,101.817732108099,219.432251821494
2005,61.0695144037195,228.522762557078
2006,94.3596907976212,224.550924657534
2007,89.3085313851405,222.161461187215
2008,81.7537724795326,225.551161202186
2009,102.651886837038,223.50095890411
2010,99.4172982306852,233.298105022831
2011,67.4389056557601,230.593402737162
2012,81.3352591093464,229.950944899818
2013,153.095699287008,228.022945205479
2014,79.3406455942469,224.749988584475
2015,76.1129433276797,224.839760273973
2016,102.340891394069,229.571948998178
2017,112.241004939618,228.656301369863
2018,84.15531530601,230.814223744292
2019,74.0436403444325,232.396586757991
2020,80.0227024482229,235.775159380692
2021,86.0931989874843,233.144611872146
2022,83.9374511378251,233.401426940639
2023,83.8990343414732,237.433676386507
2024,81.3397547650754,243.515353697749
2025,57.6438546434933,233.397271249419
