storm_year,mean_sea_level,max_residual,flags_MSL,flags_ANNMAX
1929.0,98.0702268671935,64.244953076135,,
1930.0,101.823460547881,50.1942191022561,,
1931.0,102.209246575342,58.8944275343218,,
1932.0,102.941433239963,58.6657445727602,,
1933.0,101.968983070913,73.1032807755451,,
1934.0,98.0393917624521,60.258527536323,,
1935.0,104.239039351852,66.9600863682413,,
1936.0,103.873826425464,52.8233429901354,,
1937.0,102.562477043159,64.6260663939539,,
1938.0,100.643021120294,74.3851254150959,,
1939.0,101.691734776102,61.2656379407991,,
1940.0,95.1945627289377,77.839174776039,,
1943.0,103.386018518519,65.2493293170516,,
1946.0,103.316289954338,55.3031502627546,,
1947.0,98.8606024526729,50.6814982770223,,
1948.0,98.969262295082,60.5134789156103,,
1949.0,104.055593607306,64.884723376255,,
1950.0,104.62660697888,52.3739549171529,,
1951.0,103.914269406393,53.2995718816592,,
1952.0,103.090573770492,56.5268394702123,,
1953.0,98.8573390151515,65.731420032506,,
1954.0,98.6860410830999,68.4928024453147,,
1955.0,100.743112947658,64.1944415025319,,
1958.0,104.230128205128,47.0133904757109,,
1959.0,101.409701492537,55.0098589397858,,
1960.0,96.5687627811861,68.8092918892825,,
1961.0,103.43709825528,57.1017402093412,,
1962.0,106.963814637563,68.7028253974872,,
1963.0,102.325084627057,60.131915809447,,
1964.0,103.132994186047,50.7593652388141,,
1965.0,102.515193370166,71.990387123264,,
1966.0,104.145420863726,59.397081008415,,
1967.0,98.3125,72.8012018045515,,
1968.0,106.532422586521,67.3022801651633,,
1969.0,101.113272706343,54.8883192844127,,
1970.0,100.921820753504,68.7259029000875,,
1971.0,100.40522875817,73.9253439856648,,
1972.0,98.3176229508197,53.0062354427637,,
1973.0,98.9001282051282,56.577238794081,,
1974.0,99.9848883800801,59.5300967203833,,
1975.0,104.824543378995,50.086564723803,,
1976.0,100.093779677113,71.0239765623111,,
1977.0,100.704337899543,51.8570693181698,,
1978.0,102.64497716895,56.6365166920436,,
1979.0,100.962418300654,46.8658385977263,,
1980.0,99.429469273743,51.8474414757923,,
1981.0,101.158904109589,66.1290431963517,,
1982.0,104.339269406393,60.7214549148452,,
1983.0,107.357305936073,64.4708076435326,,
1984.0,103.49487704918,81.0588906780727,,
1985.0,98.1881278538813,52.6734344933369,,
1986.0,98.0623287671233,95.7988001276588,,
1989.0,99.1328115293825,76.4711881001623,,
1990.0,101.309043436981,83.6041212843819,,
1991.0,94.8413534714905,70.3122178390611,,
1993.0,96.3589544772386,74.3564545975207,,
1994.0,95.9830818472794,62.7927954779732,,
1996.0,91.1714480874317,56.9996912707338,,
1997.0,94.6027397260274,80.5204744944379,,
1998.0,96.8306451612903,60.564152741083,,
1999.0,99.9207551567416,81.0889803182071,,
2000.0,99.4226994573375,76.7227665484942,,
2001.0,99.0004643603436,88.8914917220317,,
2002.0,101.479719281551,76.0757154002067,,
2003.0,95.8778538812785,61.3418838199859,,
2004.0,98.2945810564663,56.0654471861862,,
2005.0,99.0136643835616,70.2923731703108,,
2006.0,96.9604744011273,51.9484193429461,,
2007.0,102.817910958904,67.8993706172954,,
2008.0,100.657445355191,87.0026619643814,,
2009.0,97.1280707762557,52.6981542368866,,
2010.0,95.773216168717,56.4731238813094,,
2011.0,96.4207615700059,54.4422114229109,,
2012.0,99.205737704918,66.5519637011552,,
2013.0,96.6478310502283,64.9932621109361,,
2014.0,98.4284360730594,72.3116933586831,,
2015.0,98.4871461187215,70.9692390339735,,
2016.0,100.184608378871,61.772599765641,,
2017.0,97.152899543379,73.7249583811044,,
2018.0,100.749155251142,57.9012180764885,,
2019.0,96.7968264840183,62.789287727502,,
2020.0,103.487909836066,71.9378081412081,,
2021.0,100.187157534247,57.5878659142504,,
2022.0,103.429235159817,64.0605686213776,,
2023.0,104.768082191781,47.7821787154006,,
2024.0,111.747389420885,70.061281289986,,
2025.0,105.259874429224,59.3664941689475,,
