storm_year,mean_sea_level,max_residual,flags_MSL,flags_ANNMAX
1968.0,263.870673952641,29.8203906097855,,
1969.0,266.360616438356,33.6904040024969,,
1970.0,263.169912536443,32.0425313088388,,
1971.0,264.567947081351,41.1417056902619,,
1972.0,266.485299244625,30.6804971338484,,
1973.0,269.054688430835,43.6452808113322,,
1974.0,265.873057302171,29.5038874732757,,
1975.0,266.029013761468,40.7120368905319,,
1976.0,267.265456216962,27.183569743582,,
1977.0,260.397923457684,50.0910501789999,,
1978.0,264.605391022675,29.2855526937196,,
1979.0,264.642694063927,38.2250943400652,,
1980.0,261.968529445794,31.5321389302549,,
1981.0,263.725571464456,33.1075862520925,,
1982.0,265.088123076923,32.9958136945703,,
1983.0,260.91790754888,27.8193311660907,,
1984.0,260.807572793187,37.5334554644228,,
1985.0,261.171474543156,45.3604895228883,,
1986.0,260.312461708124,29.9887940064792,,
1987.0,264.416994868123,37.613629927179,,
1988.0,263.67200093447,68.0383564626761,,
1990.0,265.742125058768,49.1828561534538,,
1991.0,263.475952148438,31.1688841231904,,
1992.0,267.967792145594,92.2160914560972,,OUTLIER_LEVEL;
1993.0,263.49386066951,27.9380144691586,,
1994.0,263.981115984405,51.7638798127761,,
1995.0,266.57183941102,25.3401127070243,,
1996.0,262.825364298725,38.6294414226248,,
1997.0,266.447238488919,32.0779271368317,,
1998.0,268.275570776256,27.895841494699,,
1999.0,268.350799086758,25.9489434323641,,
2000.0,270.69262295082,30.713355175699,,
2001.0,268.868384074941,31.3574292083147,,
2002.0,268.673296753544,23.254572701119,,
2003.0,268.565421094732,59.6820311045793,,
2004.0,270.012441502112,30.3515654487806,,
2005.0,268.897945205479,70.8304428650817,,
2006.0,266.876463089582,33.4597903409614,,
2007.0,269.893334857665,60.1375807011996,,
2008.0,267.58006833713,27.1261005261009,,
2009.0,267.326516622872,27.294256517664,,
2010.0,269.058789954338,23.8793159916568,,
2011.0,269.351459645106,25.5163705679647,,
2012.0,273.316598360656,37.4866908438495,,
2013.0,273.089704033825,44.9605500952357,,
2014.0,270.358789954338,29.3124077475141,,
2015.0,269.574429223744,44.1675853414667,,
2016.0,273.820469034608,29.2747472056047,,
2017.0,273.337214611872,20.3039994521395,,
2018.0,269.428310502283,35.7469509316817,,
2019.0,272.659890360895,50.4453116859899,,
2020.0,274.283356102004,38.0028873815377,,
2021.0,275.175456621005,66.1934286010763,,
2022.0,275.124200913242,25.8185186682364,,
2023.0,275.666057769152,37.8031019238079,,
