storm_year,mean_sea_level,max_residual,flags_MSL,flags_ANNMAX
1972.0,-3.36065573770492,182.898440008915,,
1973.0,-0.975684931506849,213.205744871833,,
1974.0,2.33162100456621,191.504478346668,,
1975.0,7.86187214611872,193.404833944627,,
1976.0,1.33333333333333,238.075861182724,,
1977.0,3.89977168949772,138.508412679381,,
1978.0,5.80011415525114,199.891288597133,,
1979.0,1.75730593607306,155.184137698095,,
1980.0,2.60621584699454,182.699168852789,,
1981.0,6.7966894977169,145.581703805663,,
1982.0,7.27488584474886,198.438632680876,,
1983.0,8.36415525114155,216.714147437242,,
1984.0,4.54121129326047,180.573626783944,,
1985.0,3.48047945205479,172.542954085991,,
1986.0,1.10776255707763,197.898035326507,,
1987.0,2.53127853881279,162.357266468986,,
1988.0,9.44706284153006,168.738562314571,,
1989.0,8.03641552511415,186.161565642511,,
1990.0,9.17534246575342,226.817232212012,,
1991.0,1.69828767123288,221.343453407728,,
1992.0,2.75216302367942,176.057091535784,,
1993.0,5.37762557077626,278.42913429047,,
1994.0,7.20764840182648,231.458529426021,,
1995.0,11.3829908675799,188.049882073139,,
1996.0,-0.15858378870674,172.860418135214,,
1997.0,3.30365296803653,171.244570272908,,
1998.0,6.02351598173516,158.495563118264,,
1999.0,11.3802511415525,183.015280946459,,
2000.0,9.76434426229508,170.411380047281,,
2001.0,9.88333333333333,119.439607235706,,
2002.0,14.0003424657534,173.085572013264,,
2003.0,8.08744292237443,194.132037132501,,
2004.0,9.06523224043716,161.527311651144,,
2005.0,7.57990867579909,140.529699896918,,
2006.0,4.96038812785388,225.45750474781,,
2007.0,12.625799086758,181.385064572327,,
2008.0,10.7677595628415,252.467805544192,,
2009.0,5.84680365296804,160.351407666664,,
2010.0,7.49805936073059,139.055261388465,,
2011.0,7.4986301369863,134.549244326485,,
2012.0,8.93135245901639,183.888732071309,,
2013.0,7.79714611872146,117.822600451098,,
2014.0,9.76449771689498,264.604910927671,,
2015.0,11.3918949771689,180.028509589473,,
2016.0,14.1475409836066,166.798782614362,,
2017.0,9.54817351598174,202.231309431537,,
2018.0,12.074213836478,168.808851582501,,
