storm_year,mean_sea_level,max_residual,flags_MSL,flags_ANNMAX
1962.0,21.4748858447489,64.6351928278796,,
1963.0,10.1413242009132,37.8299814182622,,
1964.0,13.1966074681239,66.6389859950051,,
1965.0,15.8179223744292,53.7303597085129,,
1966.0,14.9978310502283,47.7904371466073,,
1967.0,21.2168949771689,38.4370372618553,,
1968.0,22.6724726775956,57.6702806349835,,
1969.0,3.58470319634703,38.7156413786187,,
1970.0,13.3142694063927,47.8297583003035,,
1971.0,13.9263698630137,58.0233676917382,,
1972.0,11.5615892531876,82.9174247131443,,
1973.0,17.0325342465753,38.107086818754,,
1974.0,12.927397260274,78.4348626255586,,
1975.0,22.6264840182648,47.0188086620796,,
1976.0,14.2963342440801,52.4035657905405,,
1977.0,6.50091324200913,49.9278964688022,,
1978.0,11.1321917808219,53.0818348961395,,
1979.0,13.2108447488584,59.6691690341004,,
1981.0,20.8551369863014,39.7799505140655,,
1982.0,19.4196347031963,54.9300470218913,,
1983.0,17.8495433789954,64.5769633616003,,
1984.0,16.4228142076503,52.9598574693937,,
1985.0,9.99760273972603,44.7119737921769,,
1986.0,11.853196347032,50.120399267443,,
1987.0,15.5030821917808,64.2423481115425,,
1988.0,15.8669171220401,43.6296274325533,,
1989.0,24.5808219178082,58.128985303583,,
1990.0,26.2554794520548,49.3132865865705,,
1991.0,12.6942922374429,50.5527125561915,,
1992.0,17.4215619307832,57.3564448074239,,
1993.0,13.5722602739726,79.3644148927851,,
1994.0,9.14406392694064,60.9713900967294,,
1995.0,19.8175799086758,71.6857088641322,,
1996.0,-1.11794171220401,84.8425125650252,,
1997.0,10.0440639269406,55.6875839128667,,
1998.0,11.5780821917808,48.4291364720395,,
1999.0,16.1102739726027,58.8646888547036,,
2000.0,15.2646402550091,56.6777363066816,,
2001.0,6.71746575342466,34.9064472384128,,
2002.0,21.4391552511416,62.2961211452986,,
2003.0,3.42522831050228,53.9750740856203,,
2004.0,14.1783469945355,62.073280508514,,
2005.0,18.2850913242009,44.4041251420838,,
2006.0,7.05254566210046,49.8797954264253,,
2007.0,23.2909132420091,55.1835785047397,,
2008.0,21.9364981785064,45.4463547531692,,
2009.0,14.0604223744292,64.7436672591623,,
2010.0,9.28029680365297,49.1569055790099,,
2011.0,11.6183789954338,64.3399512976121,,
2012.0,19.9462090163934,69.8501477961145,,
2013.0,9.82323059360731,46.3767025111242,,
2014.0,11.6431621004566,66.1656104790306,,
2015.0,13.9145091324201,50.5724639425268,,
2016.0,12.6170992714025,42.1177830626162,,
2017.0,14.131198630137,94.6834779969398,,
2018.0,14.9055936073059,35.8559645982889,,
2019.0,12.7215410958904,74.7898450467376,,
2020.0,22.7352459016393,61.6242608803115,,
2021.0,12.9779109589041,35.0976396210796,,
2022.0,19.241301369863,62.6645664619268,,
2023.0,12.5076826484018,34.8514662114753,,
2024.0,19.5735541894353,51.1173097070342,,
2025.0,16.5574304999428,51.4226115720924,,
