filename,AIC_s,BIC_s,AIC_ns,BIC_ns,LRT_stat,LRT_p,beta1,gamma1,slope_MSL,errMSL,slope_res,errresid
kuchinotsu-ma48-jpn-jodc_jma_annual,457.60,463.39,488.91,498.57,-27.31,1.000000000,-1.201746,0.000000,0.254869439,0.022909827,-0.763511563,0.680090441
kungsholmsfort-2088-swe-smhi_annual,1150.92,1159.68,1154.01,1168.61,0.90,0.636228036,0.872064,0.000000,0.011263646,0.010720864,0.862464933,0.245201034
kure-hd13-jpn-jodc_jcg_annual,549.55,555.73,598.87,609.18,-45.32,1.000000000,0.791394,0.000000,0.439252040,0.025579408,-0.122987420,0.395632304
kushimoto-353-jpn-uhslc_fd_annual,516.15,522.58,543.84,554.55,-23.69,1.000000000,0.000905,0.000000,0.462245126,0.027565963,0.032161036,0.199157168
kushimoto-353a-jpn-uhslc_rq_annual,718.55,726.01,758.45,770.89,-35.90,1.000000000,0.066025,0.000000,0.183489872,0.024479438,0.103417795,0.182226179
kushimoto-ma26-jpn-jodc_jma_annual,498.47,504.80,527.23,537.78,-24.76,1.000000000,0.054291,0.000000,0.461992119,0.030082542,0.082364597,0.208265033
kushiro-350-jpn-uhslc_fd_annual,536.59,543.50,560.07,571.59,-19.48,1.000000000,-0.032578,0.000000,0.819053631,0.022453132,-0.027626007,0.061966145
kushiro-350a-jpn-uhslc_rq_annual,519.58,526.41,543.88,555.26,-20.29,1.000000000,-0.014702,0.000000,0.839853954,0.021708689,-0.008846203,0.062527473
kushiro-ma04-jpn-jodc_jma_annual,428.54,434.67,432.53,442.75,0.01,0.994239407,-0.007862,0.000000,0.750501310,0.033258337,0.001752172,0.093767109
kwajalein-055-mhl-uhslc_fd_annual,433.96,440.99,456.41,468.13,-18.45,1.000000000,-0.220648,0.000000,0.210527679,0.021606004,-0.211133241,0.068034619
la_coruna-830-esp-uhslc_fd_annual,543.11,550.02,585.82,597.34,-38.71,1.000000000,0.023694,0.000000,0.216443602,0.020021090,-0.153362024,0.152981059
la_coruna-830a-esp-uhslc_rq_annual,501.43,508.13,505.48,516.65,-0.06,1.000000000,-0.008163,0.000000,0.200387978,0.022502893,0.005427081,0.164694624
la_jolla_ca-554-usa-uhslc_fd_annual,620.95,628.51,644.36,656.97,-19.41,1.000000000,-0.518144,0.000000,0.199637612,0.010655266,-0.373413521,0.100652011
la_libertad-091-ecu-uhslc_fd_annual,488.28,494.98,524.35,535.52,-32.07,1.000000000,-0.036829,0.000000,0.520274509,0.036553755,-0.057346755,0.076381416
landsort-2073-swe-smhi_annual,860.77,869.08,870.21,884.06,-5.44,1.000000000,-0.050629,0.000000,-0.288389998,0.014771966,-0.063448246,0.067984317
landsort1-lan-swe-cmems_annual,860.14,868.45,869.87,883.73,-5.73,1.000000000,-0.055817,0.000000,0.001582391,0.014910698,-0.105705963,0.137605735
lauzon-3250-can-meds_annual,913.71,921.18,919.88,932.33,-2.17,1.000000000,0.193848,0.000000,-0.056087382,0.018122161,0.232013200,0.703503399
le_conquet-152-fra-refmar_annual,385.73,391.41,414.58,424.04,-24.85,1.000000000,-0.681582,0.000000,0.328494632,0.027039030,-0.628041305,0.222694980
lerwick-293-gbr-uhslc_fd_annual,348.08,353.82,338.58,348.15,13.50,0.001173785,-0.067927,-0.075811,0.036863543,0.022226585,-0.166745237,0.371240381
lerwick-293a-gbr-uhslc_rq_annual,352.30,358.10,340.95,350.61,15.35,0.000464989,0.011914,-0.093674,0.047739603,0.022319225,-0.159770557,0.330757906
lerwick-ler-gbr-bodc_annual,338.94,344.61,346.56,356.01,-3.62,1.000000000,-0.235482,0.000000,0.063144805,0.023296400,-0.138914237,0.306730062
los_angeles-9410660-usa-noaa_annual,732.90,740.71,784.72,797.74,-47.82,1.000000000,-0.507959,0.000000,0.105045021,0.010539928,-0.360265135,0.203829195
los_angeles_ca-567a-usa-uhslc_rq_annual,629.77,637.46,674.96,687.78,-41.19,1.000000000,0.095953,0.000000,0.102164975,0.011400368,0.022658936,0.156548904
lowestoft-low-gbr-bodc_annual,575.48,581.67,594.43,604.73,-14.94,1.000000000,-0.008045,0.000000,0.321337455,0.020958267,-0.040066601,0.706251305
magueyes_island-9759110-usa-noaa_annual,379.61,385.85,434.36,444.75,-50.75,1.000000000,0.029607,0.000000,0.204164476,0.017325201,-0.053709684,0.153970311
magueyes_island_pr-246a-usa-uhslc_rq_annual,348.57,354.64,396.80,406.92,-44.23,1.000000000,-0.258060,0.000000,0.190326922,0.019048056,-0.132045756,0.160441258
maizuru-hd24-jpn-jodc_jcg_annual,368.61,374.79,386.52,396.82,-13.92,1.000000000,0.064702,0.000000,0.248136009,0.024566098,0.050269075,0.148558263
maizuru-ma55-jpn-jodc_jma_annual,352.59,358.56,358.79,368.74,-2.20,1.000000000,0.105102,0.000000,0.401108906,0.018827758,0.103457600,0.122529249
makurazaki-ma43-jpn-jodc_jma_annual,496.94,502.96,519.28,529.31,-18.33,1.000000000,-0.033000,0.000000,0.299074654,0.019829225,0.036905484,0.648615385
malakal-007-plw-uhslc_fd_annual,344.50,350.35,369.47,379.23,-20.98,1.000000000,0.033337,0.000000,0.243329304,0.084802683,0.050267623,0.099264531
maloy-may-nor-nhs_annual,509.26,516.01,530.48,541.72,-17.22,1.000000000,0.445365,0.000000,0.174728929,0.017988357,0.403724838,0.173194766
maloytg-mal-nor-cmems_annual,549.70,556.57,556.24,567.69,-2.54,1.000000000,0.515215,0.000000,0.105787072,0.017913270,0.507889288,0.228989599
marviken-2076-swe-smhi_annual,395.84,401.81,400.52,410.46,-0.67,1.000000000,-0.209934,0.000000,-0.205535790,0.050162488,-0.197317002,0.174212233
matsuyama-ma34-jpn-jodc_jma_annual,550.22,556.60,583.14,593.77,-28.92,1.000000000,0.296329,0.000000,-0.014083410,0.022256017,-0.099240302,0.909611997
mayport_ferry_depot-8720220-usa-noaa_annual,573.07,579.90,609.26,620.65,-32.20,1.000000000,0.072463,0.000000,0.246600870,0.019501910,0.346934191,0.211446179
mayport_fl-753a-usa-uhslc_rq_annual,565.80,572.63,600.67,612.06,-30.87,1.000000000,0.078173,0.000000,0.246223613,0.019729145,0.350430679,0.207857840
melbourne_williamstown-60780-aus-bom_annual,416.75,422.83,421.09,431.22,-0.34,1.000000000,0.638356,0.000000,0.165255301,0.024173949,0.596175510,0.277490604
mera-352-jpn-uhslc_fd_annual,489.59,495.72,517.47,527.68,-23.88,1.000000000,0.379996,0.000000,0.380542292,0.022663994,0.219514271,0.377302387
mera-352a-jpn-uhslc_rq_annual,750.85,758.28,793.85,806.24,-39.01,1.000000000,0.192104,0.000000,0.386148215,0.011163835,0.166566674,0.192496882
mera-ma14-jpn-jodc_jma_annual,461.70,467.67,488.19,498.13,-22.49,1.000000000,0.812774,0.000000,0.374812089,0.024616968,0.700764765,0.398170329
midway-050-usa-uhslc_fd_annual,580.45,587.19,584.94,596.19,-0.49,1.000000000,0.272906,0.000000,0.169003680,0.020302259,0.235152474,0.294733332
midway-050a-usa-uhslc_rq_annual,550.98,557.55,555.99,566.94,-1.00,1.000000000,0.475998,0.000000,0.153474522,0.020556716,0.414401215,0.329011616
mikuni-gs12-jpn-jodc_giaj_annual,390.30,396.27,405.18,415.12,-10.88,1.000000000,0.294488,0.000000,0.441535734,0.028662697,0.317670634,0.166559468
miyakejima-hd10-jpn-jodc_jcg_aligned_annual,526.52,532.81,531.93,542.40,-1.41,1.000000000,0.091196,0.000000,0.792279215,0.119687937,0.068280213,0.102859888
miyako-ma09-jpn-jodc_jma_annual,349.74,355.54,355.17,364.83,-1.43,1.000000000,0.266336,0.000000,0.171626805,0.031339564,0.256855490,0.228676581
montauk-8510560-usa-noaa_annual,583.87,590.30,588.61,599.33,-0.75,1.000000000,-0.192819,0.000000,0.362290386,0.017816977,-0.146572661,0.294324096
montauk_ny-279a-usa-uhslc_rq_annual,557.36,563.64,561.67,572.15,-0.32,1.000000000,-0.088817,0.000000,0.346589480,0.018647083,-0.066118487,0.335091970
murotomisaki-ma37-jpn-jodc_jma_annual,447.35,453.14,487.67,497.33,-36.33,1.000000000,-0.061256,0.000000,0.818117817,0.041095906,0.088519677,0.196330835
nagasaki-362a-jpn-uhslc_rq_annual,468.92,475.30,472.78,483.42,0.14,0.933576409,0.065833,0.006540,0.287646158,0.017524164,0.128819812,0.226402269
nagasaki-ma49-jpn-jodc_jma_annual,423.81,429.84,451.38,461.41,-23.56,1.000000000,-0.282462,0.000000,0.297976872,0.021735473,-0.178430579,0.277789811
nagoya-ma22-jpn-jodc_jma_annual,588.01,594.39,626.48,637.11,-34.47,1.000000000,0.575924,0.000000,-0.063974053,0.042782064,0.166074255,0.666667838
naha-355-jpn-uhslc_fd_annual,482.71,488.89,488.95,499.25,-2.24,1.000000000,0.627186,0.000000,0.232332290,0.026154405,0.604220134,0.372878182
naha-355a-jpn-uhslc_rq_annual,466.41,472.48,471.52,481.64,-1.11,1.000000000,0.766834,0.000000,0.226665210,0.027818755,0.732625109,0.391517888
naha-ma44-jpn-jodc_jma_annual,461.36,467.49,479.19,489.41,-13.84,1.000000000,0.569966,0.000000,0.226437966,0.026408497,0.524419091,0.371353459
nantucket_island-8449130-usa-noaa_annual,515.85,522.03,520.32,530.62,-0.47,1.000000000,0.250086,0.000000,0.416312348,0.025279757,0.200650043,0.303529569
nantucket_ma-743a-usa-uhslc_rq_annual,460.64,466.49,463.05,472.80,1.59,0.451537218,0.519109,0.000000,0.390583373,0.027790124,0.436037750,0.344063777
naples-8725110-usa-noaa_annual,485.80,491.82,487.99,498.03,1.81,0.405411481,0.476726,0.000000,0.323946955,0.027663504,0.361115166,0.346001177
naples_fl-757a-usa-uhslc_rq_annual,468.35,474.32,486.52,496.47,-14.17,1.000000000,0.814003,0.000000,0.310947317,0.027517168,0.435136299,0.377407941
narvik-nvk-nor-nhs_annual,673.69,680.76,687.52,699.31,-9.83,1.000000000,0.896180,0.000000,-0.171194897,0.020679862,0.788318570,0.239847146
narviktg-nar-nor-cmems_annual,673.72,680.80,687.99,699.77,-10.26,1.000000000,0.756727,0.000000,-0.219141032,0.021418369,0.706971427,0.234613091
nawiliwili-058-usa-uhslc_fd_annual,387.69,394.44,510.86,522.11,-119.17,1.000000000,0.097107,0.000000,0.185588522,0.021578183,-0.036257529,0.076317410
nawiliwili-058a-usa-uhslc_rq_annual,376.94,383.51,486.08,497.03,-105.15,1.000000000,0.191102,0.000000,0.176488712,0.023668039,-0.007271469,0.087148248
nawiliwili-1611400-usa-noaa_annual,483.66,490.41,496.41,507.66,-8.75,1.000000000,0.037714,0.077346,0.185831146,0.021381943,-0.090176233,0.087574804
naze-359-jpn-uhslc_fd_annual,485.32,491.65,514.71,525.27,-25.39,1.000000000,0.667173,0.000000,0.307204288,0.027839229,0.422774608,0.208915759
naze-359a-jpn-uhslc_rq_annual,417.03,423.00,420.81,430.76,0.22,0.894463912,0.045346,-0.005415,0.256811007,0.029161299,0.057430387,0.274661929
naze-hd22-jpn-jodc_jcg_aligned_annual,484.06,490.39,506.47,517.03,-18.42,1.000000000,0.065978,0.000000,0.264839218,0.024541809,0.078445607,0.277836952
neah_bay-9443090-usa-noaa_annual,671.71,679.15,714.69,727.08,-38.98,1.000000000,0.308641,0.000000,-0.169572358,0.014085249,0.129285822,0.180852702
neah_bay_wa-558-usa-uhslc_fd_annual,645.72,653.15,673.95,686.34,-24.24,1.000000000,0.291541,0.000000,-0.169292631,0.014156962,0.096281579,0.164353685
neah_bay_wa-558a-usa-uhslc_rq_annual,624.18,631.47,644.58,656.73,-16.40,1.000000000,0.302787,0.000000,-0.176396549,0.015509351,0.113000811,0.168791400
new_london-8461490-usa-noaa_annual,745.84,753.03,774.87,786.84,-25.02,1.000000000,-0.123637,0.000000,0.283975505,0.013984000,-0.050241248,0.310547269
new_london_ct-744a-usa-uhslc_rq_annual,710.90,717.93,739.10,750.82,-24.20,1.000000000,-0.178664,0.000000,0.269047511,0.015520177,-0.145934298,0.364932714
new_westminster_bc-7654-can-meds_annual,481.62,487.48,482.22,491.98,3.40,0.182598034,0.831645,0.000000,-0.005978425,0.057938604,0.833618982,0.450519394
new_york_ny-745a-usa-uhslc_rq_annual,730.16,737.23,761.60,773.38,-27.43,1.000000000,0.168561,0.000000,0.324692430,0.010984406,0.020947996,0.274418705
newcastle-60310-aus-bom_annual,410.50,416.63,433.48,443.69,-18.97,1.000000000,-0.600413,0.000000,0.169914623,0.027594928,-0.595858523,0.267352860
newlyn-new-gbr-bodc_annual,534.11,540.68,535.73,546.68,2.38,0.304976668,-0.225974,0.000000,0.201225380,0.014175157,-0.302250207,0.168562482
newport-8452660-usa-noaa_annual,720.78,728.04,765.21,777.31,-40.43,1.000000000,-0.138332,0.000000,0.295096919,0.011483961,-0.054634750,0.194542060
newport_ri-253-usa-uhslc_fd_annual,707.66,714.91,735.73,747.83,-24.08,1.000000000,0.093591,0.000000,0.295153870,0.011576122,0.003421533,0.190718534
newport_ri-253a-usa-uhslc_rq_annual,677.12,684.22,704.16,716.00,-23.04,1.000000000,0.187076,0.000000,0.282261819,0.011577803,0.043310828,0.220016297
nezugaseki-gs07-jpn-jodc_giaj_aligned_annual,440.10,446.28,456.58,466.88,-12.48,1.000000000,-0.975506,0.000000,0.236867040,0.016406723,-0.806654705,0.232614448
nishinoomote-hd21-jpn-jodc_jcg_annual,441.39,447.57,467.15,477.45,-21.76,1.000000000,-0.302521,0.000000,0.285090212,0.018097496,-0.269478738,0.257677639
north_sydney-612-can-meds_annual,393.56,399.42,409.34,419.10,-11.78,1.000000000,-0.165171,0.000000,0.436049367,0.026163368,-0.088122248,0.191869081
noumea-019-fra-uhslc_fd_annual,356.58,362.71,357.81,368.03,2.77,0.250313020,-0.022187,0.032443,0.145881680,0.028406196,0.046396480,0.154743842
odomari-hd20-jpn-jodc_jcg_annual,516.40,522.64,519.88,530.27,0.52,0.770743220,0.420854,0.000000,0.223172252,0.028821581,0.190213590,0.398338120
oita-hd16-jpn-jodc_jcg_aligned_annual,476.77,482.90,498.97,509.19,-18.21,1.000000000,0.421571,0.000000,0.240324839,0.035338989,0.388969804,0.318057610
okada-ma17-jpn-jodc_jma_annual,438.37,444.60,437.86,448.24,4.51,0.104742835,-0.475231,0.000000,-0.048132272,0.028360823,-0.626593750,0.292755903
olands_norra_udde-2083-swe-smhi_annual,503.74,510.02,510.34,520.81,-2.60,1.000000000,0.295078,0.000000,-0.003403408,0.042318505,0.459635577,0.330315077
olandsnorraudde-ola-swe-cmems_annual,503.75,510.03,510.32,520.79,-2.57,1.000000000,0.294882,0.000000,-0.003404843,0.042318279,0.459459128,0.330305812
omaezaki-ma20-jpn-jodc_jma_annual,458.97,465.26,482.93,493.40,-19.96,1.000000000,0.102270,0.000000,0.901971225,0.028497876,0.016964991,0.086915143
ominato-hd04-jpn-jodc_jcg_aligned_annual,355.72,361.39,358.16,367.62,1.56,0.458991192,0.432816,0.000000,0.250750210,0.032970029,0.370490276,0.218067063
onisaki-gs09-jpn-jodc_giaj_annual,504.26,510.34,531.23,541.36,-22.96,1.000000000,-0.010046,0.000000,-0.161784144,0.044387438,-0.075308602,0.525973552
osaka-ma30-jpn-jodc_jma_annual,476.65,482.56,510.25,520.10,-29.60,1.000000000,0.434243,0.000000,0.406898849,0.039687268,0.227860507,0.502299815
oscarsborg-osc-nor-nhs_annual,466.01,472.03,472.59,482.63,-2.58,1.000000000,1.100687,0.000000,-0.105759715,0.036628117,1.147959150,0.387600130
oscarsborgtg-osc-nor-cmems_annual,475.22,481.30,486.49,496.62,-7.27,1.000000000,0.759479,0.000000,-0.202740654,0.033703043,0.729469981,0.353470804
oshoro-gs04-jpn-jodc_giaj_annual,565.58,572.98,595.91,608.23,-26.32,1.000000000,0.389137,0.000000,-0.041702537,0.010535804,0.213306267,0.227362715
oskarshamn-2085-swe-smhi_annual,500.67,507.10,520.67,531.38,-16.00,1.000000000,-0.044165,0.000000,-0.008009011,0.037881887,0.141637261,0.304924168
oskarshamn-osk-swe-cmems_annual,514.01,520.44,520.67,531.39,-2.66,1.000000000,-0.044043,0.000000,-0.008004693,0.037881021,0.141755363,0.304920391
oslo-osl-nor-nhs_annual,833.66,841.32,841.62,854.39,-3.97,1.000000000,-0.039451,0.000000,-0.268118018,0.020915796,-0.089799523,0.178691373
oslotg-osl-nor-cmems_annual,832.80,840.46,841.30,854.07,-4.50,1.000000000,-0.072467,0.000000,-0.312098982,0.017442895,-0.120812808,0.160834673
oulu-oul-fin-cmems_annual,471.84,477.75,470.92,480.77,4.93,0.085164769,0.906247,0.000000,0.023124115,0.069287122,0.814952305,0.314940402
oura-ma47-jpn-jodc_jma_annual,497.10,503.06,550.59,560.54,-49.50,1.000000000,-1.446981,0.000000,0.248387226,0.023935003,-0.490682266,0.619694076
owase-ma24-jpn-jodc_jma_annual,459.73,465.81,484.71,494.84,-20.98,1.000000000,0.087513,0.000000,-0.037614874,0.041378371,-0.036391116,0.476389862
pago_pago-056-asm-uhslc_fd_annual,344.94,351.07,406.80,417.01,-57.85,1.000000000,0.271311,0.000000,0.229649739,0.029362971,0.117532612,0.108299835
pago_pago-056a-asm-uhslc_rq_annual,344.94,351.07,406.80,417.01,-57.85,1.000000000,0.271311,0.000000,0.229649739,0.029362971,0.117532612,0.108299835
pensacola_fl-762-usa-uhslc_fd_annual,809.38,817.07,895.33,908.15,-81.95,1.000000000,0.409618,0.000000,0.269024800,0.014846494,0.399854126,0.146899957
pietarsaari-pie-fin-cmems_annual,437.29,443.20,445.00,454.85,-3.71,1.000000000,0.382903,0.000000,0.019507884,0.067774671,0.293828699,0.240505357
pietarsaari_leppaluoto-134250-fin-fmi_annual,444.12,450.09,452.15,462.09,-4.02,1.000000000,0.373155,0.000000,0.022601855,0.065432894,0.276640069,0.238685624
point_lonsdale-60730-aus-bom_annual,458.28,464.51,464.62,475.01,-2.34,1.000000000,0.184647,0.000000,0.061683322,0.039384122,0.202714297,0.274378101
pori-por-fin-cmems_annual,404.37,410.17,413.89,423.55,-5.52,1.000000000,0.350803,0.000000,0.007903270,0.061436445,0.330817796,0.189587990
pori_mantyluoto_kallo-134266-fin-fmi_annual,413.63,419.48,423.29,433.05,-5.66,1.000000000,0.336336,0.000000,0.011634668,0.059049379,0.303063534,0.197046711
port_adelaide_outer_harbor-61600-aus-bom_annual,709.59,716.74,733.90,745.81,-20.31,1.000000000,0.100712,0.000000,0.232262472,0.019122225,-0.016365101,0.340676416
port_hardy_bc-8408-can-meds_annual,414.00,420.24,405.52,415.91,12.49,0.001944585,0.130832,0.000838,-0.053589536,0.025910875,0.131428876,0.255145511
port_isabel-8779770-usa-noaa_annual,612.55,619.54,675.18,686.83,-58.63,1.000000000,-0.082014,0.000000,0.455635012,0.019557042,0.010803244,0.122504408
port_isabel_tx-772a-usa-uhslc_rq_annual,567.72,574.47,626.82,638.06,-55.10,1.000000000,-0.064299,0.000000,0.464888170,0.021311612,0.035226162,0.140546587
port_lincoln-61900-aus-bom_annual,460.79,466.87,461.49,471.61,3.30,0.191742262,0.666708,0.000000,0.197411617,0.029640419,0.549530896,0.345379111
port_san_luis-9412110-usa-noaa_annual,534.65,541.27,537.63,548.66,1.02,0.599980389,0.072315,-0.026938,0.113813894,0.019552507,0.027507004,0.311758693
port_san_luis_ca-565a-usa-uhslc_rq_annual,516.04,522.32,500.50,510.97,19.54,0.000057233,0.425784,-0.002941,0.107671573,0.021673167,0.164103625,0.298101269
portland-8418150-usa-noaa_annual,980.00,988.04,1035.30,1048.71,-51.31,1.000000000,-0.636808,0.000000,0.193800899,0.009427007,-0.212327583,0.266168738
portland_me-252a-usa-uhslc_rq_annual,879.54,887.42,910.54,923.67,-27.00,1.000000000,-0.067064,0.000000,0.186258211,0.009786686,0.027638222,0.258313095
portpatrick-por-gbr-bodc_annual,374.25,379.39,380.62,389.19,-2.37,1.000000000,0.687419,0.000000,0.301644072,0.030081247,0.815768453,0.546569940
providence-8454000-usa-noaa_annual,685.06,691.93,732.59,744.05,-43.53,1.000000000,-0.878000,0.000000,0.257413853,0.016724391,-0.382164369,0.365297921
queen_charlotte_city-9850-can-meds_annual,488.66,494.84,526.07,536.37,-33.41,1.000000000,-0.876462,0.000000,0.068439002,0.030605797,-0.108665143,0.499635036
raahe-raa-fin-cmems_annual,451.25,457.16,452.32,462.18,2.92,0.231842730,0.552250,0.000359,-0.020890035,0.067672748,0.535786398,0.242187281
ratan-2056-swe-smhi_annual,1081.50,1090.17,1102.09,1116.55,-16.59,1.000000000,-0.003778,0.000000,-0.776488802,0.015180876,0.018999355,0.031196373
rauma-rau-fin-cmems_annual,433.18,439.09,445.30,455.15,-8.12,1.000000000,0.475857,0.000000,-0.028237137,0.060514958,0.502551290,0.227990093
rauma_ulko_petajas-134224-fin-fmi_annual,442.57,448.54,453.68,463.63,-7.11,1.000000000,0.492299,0.000000,-0.025070526,0.057736217,0.482682652,0.238780377
rikitea-016-fra-uhslc_fd_annual,261.89,267.50,266.02,275.37,-0.13,1.000000000,-0.203328,0.000000,0.243556585,0.030373000,-0.187099032,0.094314938
ringhals-2105-swe-smhi_annual,482.63,488.60,484.74,494.68,1.89,0.387796258,0.984075,0.000000,0.068891135,0.041604196,0.918617250,0.561724671
ringhals-rin-swe-cmems_annual,430.12,435.86,444.84,454.40,-10.72,1.000000000,0.839524,0.000000,0.080440983,0.041628370,0.794678450,0.528232318
riviere_au_renard-2330-can-meds_annual,401.50,406.98,405.52,414.67,-0.03,1.000000000,-0.692245,0.000000,0.173574805,0.031232628,-0.520157192,0.573119852
rorvik-803-nor-uhslc_fd_annual,448.03,453.94,465.55,475.41,-13.53,1.000000000,0.896890,0.000000,0.141893157,0.040447228,0.814517024,0.377539772
rorvik-rvk-nor-nhs_annual,435.35,441.21,451.77,461.53,-12.42,1.000000000,1.166882,0.000000,0.010719341,0.030354884,1.013754614,0.552295958
rorviktg-ror-nor-cmems_annual,461.36,467.33,459.96,469.90,5.41,0.066991812,1.161854,0.033411,-0.061350343,0.028827508,1.303925009,0.550085234
saigo-ma54-jpn-jodc_jma_annual,363.95,370.23,371.83,382.30,-3.88,1.000000000,0.144509,0.000000,0.279986646,0.020144781,0.152648551,0.102375450
saint_francois_io-3100-can-meds_annual,576.82,582.95,580.80,591.01,0.03,0.987205472,0.216513,0.000000,0.071915995,0.041160827,-0.171789304,0.864505300
saint_joseph_de_la_rive-3057-can-meds_annual,412.47,417.82,420.62,429.54,-4.15,1.000000000,-0.365522,0.000000,0.027423067,0.071617685,-0.138701948,0.330920421
sakai-ma53-jpn-jodc_jma_annual,369.56,375.53,383.22,393.16,-9.66,1.000000000,0.285276,0.000000,0.355457760,0.027097258,0.273054825,0.167243532
san_diego-569-usa-uhslc_fd_annual,778.84,787.08,830.69,844.42,-47.85,1.000000000,-0.189718,0.000000,0.220859315,0.008128893,-0.125774773,0.080323296
san_diego-9410170-usa-noaa_annual,865.40,873.61,898.32,912.00,-28.91,1.000000000,-0.699286,0.000000,0.220784134,0.008222878,-0.569484994,0.116144492
san_diego_ca-569a-usa-uhslc_rq_annual,753.94,762.07,804.82,818.37,-46.88,1.000000000,-0.165780,0.000000,0.218571976,0.008588153,-0.101446468,0.085917780
san_francisco_ca-551-usa-uhslc_fd_annual,968.20,976.73,1004.26,1018.48,-32.06,1.000000000,0.548249,0.000000,0.197529963,0.008209928,0.387186245,0.112156011
sand_island-1619910-usa-noaa_annual,529.94,536.37,533.71,544.43,0.23,0.890632814,0.265071,0.000000,0.198323626,0.019672443,0.309594093,0.309073411
santander-sant-esp-ieo_annual,493.27,499.93,533.19,544.29,-35.92,1.000000000,-0.288753,0.000000,0.233017327,0.022022836,-0.084280288,0.151066165
sasebo-hd19-jpn-jodc_jcg_annual,561.95,568.78,594.80,606.18,-28.85,1.000000000,0.221043,0.000000,0.170929624,0.020057079,0.455087139,0.252953791
seattle-9447130-usa-noaa_annual,970.01,978.52,1007.88,1022.06,-33.88,1.000000000,-0.342472,0.000000,0.206705763,0.008006976,-0.277172376,0.113970730
seward_ak-560-usa-uhslc_fd_annual,377.46,383.14,385.96,395.42,-4.50,1.000000000,0.004554,0.000000,-0.379110742,0.039460004,-0.076419920,0.205682702
sewells_point-8638610-usa-noaa_annual,905.02,912.68,909.02,921.79,-0.01,1.000000000,-0.003988,0.000000,0.477029650,0.013111506,0.056847974,0.183303208
shimizuminato-ma19-jpn-jodc_jma_annual,452.13,458.31,458.97,469.27,-2.84,1.000000000,0.188273,0.000000,0.643037918,0.033387250,0.114465124,0.114087572
shirahama-ma27-jpn-jodc_jma_annual,444.43,450.45,470.65,480.69,-22.22,1.000000000,-0.103040,0.000000,0.030434282,0.038346724,0.014936847,0.470938157
sitka-9451600-usa-noaa_annual,676.14,683.50,720.66,732.94,-40.52,1.000000000,0.468322,0.000000,-0.242517053,0.016657288,0.327630100,0.167890867
smogen-2111-swe-smhi_annual,975.18,983.39,978.28,991.96,0.90,0.636540583,0.281486,0.000000,-0.154343389,0.011424561,0.224885823,0.218741150
smogen-smo-swe-cmems_annual,975.21,983.42,978.31,991.99,0.90,0.636662337,0.281112,0.000000,-0.154350769,0.011423869,0.224498391,0.218796855
south_beach-9435380-usa-noaa_annual,480.19,486.32,518.01,528.23,-33.82,1.000000000,-0.972917,0.000000,0.178041108,0.030237778,-0.335782264,0.392923874
