filename_x,AIC_s,BIC_s,AIC_ns,BIC_ns,LRT_stat,LRT_p,beta1,slope_MSL,errMSL,slope_res,errresid,filename_y,n_years,completeness,longitude,latitude,country
montauk_ny-279a-usa-uhslc_rq_annual,557.36,563.64,559.67,568.05,-0.32,1.000000000,-0.088817,0.346589480,0.018647083,-0.066118487,0.335091970,montauk_ny-279a-usa-uhslc_rq,75,0.9916,-71.96,41.048,USA
murotomisaki-ma37-jpn-jodc_jma_annual,447.35,453.14,447.01,454.73,2.34,0.125918283,0.155460,0.818117817,0.041095906,0.088519677,0.196330835,murotomisaki-ma37-jpn-jodc_jma,57,0.9655,134.16445,33.26638333,JPN
nagasaki-362a-jpn-uhslc_rq_annual,468.92,475.30,470.88,479.39,0.04,0.842190112,0.028222,0.287646158,0.017524164,0.128819812,0.226402269,nagasaki-362a-jpn-uhslc_rq,64,0.985,129.867,32.733,JPN
nagasaki-ma49-jpn-jodc_jma_annual,423.81,429.84,425.39,433.42,0.43,0.513784780,-0.135153,0.297976872,0.021735473,-0.178430579,0.277789811,nagasaki-ma49-jpn-jodc_jma,59,0.9668,129.86611667,32.735,JPN
nagoya-ma22-jpn-jodc_jma_annual,588.01,594.39,590.00,598.51,0.00,0.985626243,0.005878,-0.063974053,0.042782064,0.166074255,0.666667838,nagoya-ma22-jpn-jodc_jma,64,0.985,136.88083333,35.09138333,JPN
naha-355-jpn-uhslc_fd_annual,482.71,488.89,484.43,492.67,0.28,0.595017499,0.587822,0.232332290,0.026154405,0.604220134,0.372878182,naha-355-jpn-uhslc_fd,60,0.9742,127.667,26.217,JPN
naha-355a-jpn-uhslc_rq_annual,466.41,472.48,467.12,475.22,1.29,0.256208141,0.730689,0.226665210,0.027818755,0.732625109,0.391517888,naha-355a-jpn-uhslc_rq,58,0.9834,127.667,26.217,JPN
naha-ma44-jpn-jodc_jma_annual,461.36,467.49,474.69,482.87,-11.34,1.000000000,0.537343,0.226437966,0.026408497,0.524419091,0.371353459,naha-ma44-jpn-jodc_jma,58,1.0007,127.66528333,26.21333333,JPN
nantucket_island-8449130-usa-noaa_annual,515.85,522.03,518.32,526.56,-0.47,1.000000000,0.250086,0.416312348,0.025279757,0.200650043,0.303529569,nantucket_island-8449130-usa-noaa,61,0.992,-70.09639,41.285278,USA
nantucket_ma-743a-usa-uhslc_rq_annual,460.64,466.49,461.05,468.85,1.59,0.207298282,0.519109,0.390583373,0.027790124,0.436037750,0.344063777,nantucket_ma-743a-usa-uhslc_rq,57,0.9992,-70.097,41.285,USA
naples-8725110-usa-noaa_annual,485.80,491.82,485.99,494.02,1.81,0.179024262,0.476726,0.323946955,0.027663504,0.361115166,0.346001177,naples-8725110-usa-noaa,60,0.9802,-81.8075,26.131667,USA
naples_fl-757a-usa-uhslc_rq_annual,468.35,474.32,468.24,476.20,2.11,0.146235546,0.530473,0.310947317,0.027517168,0.435136299,0.377407941,naples_fl-757a-usa-uhslc_rq,57,0.9977,-81.807,26.13,USA
narvik-nvk-nor-nhs_annual,673.69,680.76,685.52,694.95,-9.83,1.000000000,0.896180,-0.171194897,0.020679862,0.788318570,0.239847146,narvik-nvk-nor-nhs,86,0.9477,17.425759,68.428286,NOR
narviktg-nar-nor-cmems_annual,673.72,680.80,685.99,695.41,-10.26,1.000000000,0.756727,-0.219141032,0.021418369,0.706971427,0.234613091,narviktg-nar-nor-cmems,87,2.9773,17.425758,68.428284,NOR
nawiliwili-058-usa-uhslc_fd_annual,387.69,394.44,389.69,398.69,0.00,0.974479049,-0.001371,0.185588522,0.021578183,-0.036257529,0.076317410,nawiliwili-058-usa-uhslc_fd,72,0.981,-159.35,21.967,USA
nawiliwili-058a-usa-uhslc_rq_annual,376.94,383.51,444.81,453.57,-65.88,1.000000000,0.159827,0.176488712,0.023668039,-0.007271469,0.087148248,nawiliwili-058a-usa-uhslc_rq,68,0.9872,-159.35,21.967,USA
nawiliwili-1611400-usa-noaa_annual,483.66,490.41,485.68,494.68,-0.02,1.000000000,0.023845,0.185831146,0.021381943,-0.090176233,0.087574804,nawiliwili-1611400-usa-noaa,72,0.993,-159.3561,21.9544,USA
naze-359-jpn-uhslc_fd_annual,485.32,491.65,485.11,493.55,2.22,0.136621723,0.227032,0.307204288,0.027839229,0.422774608,0.208915759,naze-359-jpn-uhslc_fd,68,0.9586,129.498,28.378,JPN
naze-359a-jpn-uhslc_rq_annual,417.03,423.00,418.86,426.81,0.17,0.675758836,0.072582,0.256811007,0.029161299,0.057430387,0.274661929,naze-359a-jpn-uhslc_rq,61,0.9621,129.498,28.4,JPN
naze-hd22-jpn-jodc_jcg_aligned_annual,484.06,490.39,486.06,494.50,0.00,0.989499110,-0.002575,0.264839218,0.024541809,0.078445607,0.277836952,naze-hd22-jpn-jodc_jcg_aligned,68,0.9489,129.49778333,28.39916667,JPN
neah_bay-9443090-usa-noaa_annual,671.71,679.15,671.49,681.40,2.23,0.135717254,0.206219,-0.169572358,0.014085249,0.129285822,0.180852702,neah_bay-9443090-usa-noaa,92,0.9925,-124.601944,48.370278,USA
neah_bay_wa-558-usa-uhslc_fd_annual,645.72,653.15,646.02,655.93,1.69,0.193500755,0.172654,-0.169292631,0.014156962,0.096281579,0.164353685,neah_bay_wa-558-usa-uhslc_fd,92,0.9889,-124.617,48.368,USA
neah_bay_wa-558a-usa-uhslc_rq_annual,624.18,631.47,616.72,626.44,9.46,0.002097304,0.183869,-0.176396549,0.015509351,0.113000811,0.168791400,neah_bay_wa-558a-usa-uhslc_rq,88,0.9941,-124.617,48.368,USA
new_london-8461490-usa-noaa_annual,745.84,753.03,747.78,757.36,0.06,0.805213804,0.065863,0.283975505,0.013984000,-0.050241248,0.310547269,new_london-8461490-usa-noaa,88,0.9912,-72.089996,41.361401,USA
new_london_ct-744a-usa-uhslc_rq_annual,710.90,717.93,712.90,722.27,0.00,0.979511710,-0.007634,0.269047511,0.015520177,-0.145934298,0.364932714,new_london_ct-744a-usa-uhslc_rq,84,0.9954,-72.087,41.355,USA
new_westminster_bc-7654-can-meds_annual,481.62,487.48,467.25,475.06,16.37,0.000052074,0.680302,-0.005978425,0.057938604,0.833618982,0.450519394,new_westminster_bc-7654-can-meds,57,0.9316,-122.91,49.2,CAN
new_york_ny-745a-usa-uhslc_rq_annual,730.16,737.23,732.14,741.57,0.02,0.886762975,-0.034841,0.324692430,0.010984406,0.020947996,0.274418705,new_york_ny-745a-usa-uhslc_rq,98,1.0373,-74.015,40.7,USA
newcastle-60310-aus-bom_annual,410.50,416.63,406.00,414.17,6.50,0.010786930,-0.518068,0.169914623,0.027594928,-0.595858523,0.267352860,newcastle-60310-aus-bom,59,0.9631,151.7889,-32.9238,AUS
newlyn-new-gbr-bodc_annual,534.11,540.68,514.91,523.66,21.20,0.000004135,-0.219004,0.201225380,0.014175157,-0.302250207,0.168562482,newlyn-new-gbr-bodc,110,1.8891,-5.54275,50.103,GBR
newlyn_cornwall-294-gbr-uhslc_fd_annual,764.30,771.93,732.00,742.17,34.30,0.000000005,-0.526194,0.176962528,0.011392207,-0.754761804,0.209688223,newlyn_cornwall-294-gbr-uhslc_fd,99,0.9968,-5.542,50.102,GBR
newlyn_cornwall-294a-gbr-uhslc_rq_annual,788.27,796.00,756.12,766.41,34.16,0.000000005,-0.488946,0.182754567,0.010952476,-0.655184032,0.202212009,newlyn_cornwall-294a-gbr-uhslc_rq,102,0.9977,-5.542,50.102,GBR
newport-8452660-usa-noaa_annual,720.78,728.04,722.66,732.34,0.12,0.732677578,0.061386,0.295096919,0.011483961,-0.054634750,0.194542060,newport-8452660-usa-noaa,96,0.992,-71.326139,41.504333,USA
newport_ri-253-usa-uhslc_fd_annual,707.66,714.91,709.53,719.20,0.13,0.717919941,0.063679,0.295153870,0.011576122,0.003421533,0.190718534,newport_ri-253-usa-uhslc_fd,96,0.9882,-71.327,41.505,USA
newport_ri-253a-usa-uhslc_rq_annual,677.12,684.22,679.05,688.53,0.07,0.794540817,0.052043,0.282261819,0.011577803,0.043310828,0.220016297,newport_ri-253a-usa-uhslc_rq,92,0.9932,-71.327,41.505,USA
nezugaseki-gs07-jpn-jodc_giaj_aligned_annual,440.10,446.28,434.83,443.07,7.27,0.007014065,-0.641721,0.236867040,0.016406723,-0.806654705,0.232614448,nezugaseki-gs07-jpn-jodc_giaj_aligned,69,0.9862,139.54611667,38.56333333,JPN
nishinoomote-hd21-jpn-jodc_jcg_annual,441.39,447.57,442.38,450.62,1.01,0.315421223,-0.165340,0.285090212,0.018097496,-0.269478738,0.257677639,nishinoomote-hd21-jpn-jodc_jcg,60,0.9981,130.99221667,30.735,JPN
north_sydney-612-can-meds_annual,393.56,399.42,407.34,415.15,-11.78,1.000000000,-0.165171,0.436049367,0.026163368,-0.088122248,0.191869081,north_sydney-612-can-meds,56,0.9575,-60.25,46.22,CAN
noumea-019-fra-uhslc_fd_annual,356.58,362.71,357.19,365.36,1.40,0.237396089,-0.115005,0.145881680,0.028406196,0.046396480,0.154743842,noumea-019-fra-uhslc_fd,59,0.9896,166.437,-22.25,FRA
odomari-hd20-jpn-jodc_jcg_annual,516.40,522.64,500.43,508.74,17.97,0.000022385,0.313533,0.223172252,0.028821581,0.190213590,0.398338120,odomari-hd20-jpn-jodc_jcg,60,0.9981,130.68916667,31.02361667,JPN
oita-hd16-jpn-jodc_jcg_aligned_annual,476.77,482.90,496.97,505.14,-18.21,1.000000000,0.421571,0.240324839,0.035338989,0.388969804,0.318057610,oita-hd16-jpn-jodc_jcg_aligned,58,0.9981,131.68666667,33.26611667,JPN
okada-ma17-jpn-jodc_jma_annual,438.37,444.60,418.66,426.97,21.71,0.000003171,-0.538694,-0.048132272,0.028360823,-0.626593750,0.292755903,okada-ma17-jpn-jodc_jma,64,0.9694,139.39138333,34.78945,JPN
olands_norra_udde-2083-swe-smhi_annual,503.74,510.02,503.73,512.11,2.00,0.156788293,0.308934,-0.003403408,0.042318505,0.459635577,0.330315077,olands_norra_udde-2083-swe-smhi,62,0.9773,17.0972,57.3661,SWE
olandsnorraudde-ola-swe-cmems_annual,503.75,510.03,504.09,512.47,1.66,0.197756539,0.306245,-0.003404843,0.042318279,0.459459128,0.330305812,olandsnorraudde-ola-swe-cmems,62,0.9772,17.0972,57.3661,SWE
omaezaki-ma20-jpn-jodc_jma_annual,458.97,465.26,459.55,467.93,1.42,0.232821106,-0.075506,0.901971225,0.028497876,0.016964991,0.086915143,omaezaki-ma20-jpn-jodc_jma,64,0.985,138.22221667,34.60833333,JPN
ominato-hd04-jpn-jodc_jcg_aligned_annual,392.89,398.81,393.63,401.51,1.27,0.260155454,0.280220,0.270220749,0.029924817,0.826381841,0.117900832,ominato-hd04-jpn-jodc_jcg_aligned,57,0.9849,141.145,41.25638333,JPN
onisaki-gs09-jpn-jodc_giaj_annual,504.26,510.34,506.26,514.36,0.01,0.932411215,0.025989,-0.161784144,0.044387438,-0.075308602,0.525973552,onisaki-gs09-jpn-jodc_giaj,62,0.9684,136.82388333,34.90361667,JPN
osaka-ma30-jpn-jodc_jma_annual,476.65,482.56,481.33,489.21,-2.68,1.000000000,-0.223436,0.406898849,0.039687268,0.227860507,0.502299815,osaka-ma30-jpn-jodc_jma,64,0.8439,135.43278333,34.65805,JPN
oscarsborg-osc-nor-nhs_annual,466.01,472.03,470.59,478.62,-2.58,1.000000000,1.100687,-0.105759715,0.036628117,1.147959150,0.387600130,oscarsborg-osc-nor-nhs,73,0.8732,10.604861,59.678073,NOR
oscarsborgtg-osc-nor-cmems_annual,475.22,481.30,482.69,490.79,-5.46,1.000000000,0.749784,-0.202740654,0.033703043,0.729469981,0.353470804,oscarsborgtg-osc-nor-cmems,73,3.2424,10.604861,59.678074,NOR
oshoro-gs04-jpn-jodc_giaj_annual,565.58,572.98,567.30,577.16,0.28,0.593786715,0.098647,-0.041702537,0.010535804,0.213306267,0.227362715,oshoro-gs04-jpn-jodc_giaj,92,0.9789,140.85833333,43.20945,JPN
oskarshamn-2085-swe-smhi_annual,500.67,507.10,516.03,524.60,-13.36,1.000000000,0.005589,-0.008009011,0.037881887,0.141637261,0.304924168,oskarshamn-2085-swe-smhi,66,0.9793,16.4781,57.275,SWE
oskarshamn-osk-swe-cmems_annual,514.01,520.44,502.03,510.60,13.98,0.000184588,0.219879,-0.008004693,0.037881021,0.141755363,0.304920391,oskarshamn-osk-swe-cmems,66,0.9823,16.4781,57.275002,SWE
oslo-osl-nor-nhs_annual,833.66,841.32,835.68,845.89,-0.02,1.000000000,-0.041753,-0.268118018,0.020915796,-0.089799523,0.178691373,oslo-osl-nor-nhs,112,0.9312,10.73451,59.908559,NOR
oslotg-osl-nor-cmems_annual,832.80,840.46,834.82,845.04,-0.02,1.000000000,-0.073093,-0.312098982,0.017442895,-0.120812808,0.160834673,oslotg-osl-nor-cmems,112,1.7545,10.73451,59.908558,NOR
oulu-oul-fin-cmems_annual,471.84,477.75,466.50,474.38,7.35,0.006711787,0.849806,0.023124115,0.069287122,0.814952305,0.314940402,oulu-oul-fin-cmems,55,0.991,25.4182,65.040298,FIN
oulu_toppila-134248-fin-fmi_annual,479.48,485.44,474.15,482.11,7.32,0.006815840,0.850978,0.034565278,0.066485647,0.800175328,0.304475928,oulu_toppila-134248-fin-fmi,55,0.9896,25.42,65.04,FIN
oura-ma47-jpn-jodc_jma_annual,497.10,503.07,492.62,500.58,6.48,0.010932223,0.462322,0.248387226,0.023935003,-0.490682266,0.619694076,oura-ma47-jpn-jodc_jma,57,0.9831,130.22055,32.97666667,JPN
owase-ma24-jpn-jodc_jma_annual,459.73,465.81,460.63,468.73,1.10,0.294769226,-0.197829,-0.037614874,0.041378371,-0.036391116,0.476389862,owase-ma24-jpn-jodc_jma,58,1.0007,136.20721667,34.07638333,JPN
pago_pago-056-asm-uhslc_fd_annual,440.39,447.14,434.83,443.82,7.56,0.005953787,-0.046739,0.410159627,0.034584770,-0.027479640,0.051429866,pago_pago-056-asm-uhslc_fd,78,0.9854,-170.683,-14.283,ASM
pago_pago-056a-asm-uhslc_rq_annual,437.33,443.95,416.93,425.74,22.41,0.000002203,-0.024368,0.352578325,0.032613080,0.017467739,0.062738113,pago_pago-056a-asm-uhslc_rq,72,0.9911,-170.683,-14.283,ASM
pensacola-8729840-usa-noaa_annual,815.80,823.52,805.24,815.54,12.56,0.000394322,0.203971,0.267541590,0.014874384,0.415883317,0.139688125,pensacola-8729840-usa-noaa,103,0.9897,-87.211194,30.404389,USA
pensacola_fl-762-usa-uhslc_fd_annual,809.38,817.07,796.86,807.12,14.52,0.000138953,0.195946,0.269024800,0.014846494,0.399854126,0.146899957,pensacola_fl-762-usa-uhslc_fd,103,0.9926,-87.213,30.403,USA
pensacola_fl-762a-usa-uhslc_rq_annual,777.84,785.41,766.68,776.77,13.16,0.000285750,0.238570,0.249229264,0.014003461,0.508325868,0.158157348,pensacola_fl-762a-usa-uhslc_rq,99,0.9974,-87.213,30.403,USA
pietarsaari-pie-fin-cmems_annual,437.29,443.20,435.09,442.97,4.20,0.040537418,0.381393,0.019507884,0.067774671,0.293828699,0.240505357,pietarsaari-pie-fin-cmems,55,0.991,22.6896,63.708599,FIN
pietarsaari_leppaluoto-134250-fin-fmi_annual,444.12,450.09,443.02,450.98,3.10,0.078163127,0.373141,0.022601855,0.065432894,0.276640069,0.238685624,pietarsaari_leppaluoto-134250-fin-fmi,55,0.9898,22.69,63.71,FIN
point_lonsdale-60730-aus-bom_annual,458.28,464.51,459.91,468.22,0.37,0.544075120,0.143884,0.061683322,0.039384122,0.202714297,0.274378101,point_lonsdale-60730-aus-bom,61,0.9563,144.6139,-38.2919,AUS
pori-por-fin-cmems_annual,404.37,410.17,404.04,411.76,2.33,0.126622713,0.325720,0.007903270,0.061436445,0.330817796,0.189587990,pori-por-fin-cmems,55,0.991,21.4634,61.594398,FIN
pori_mantyluoto_kallo-134266-fin-fmi_annual,413.63,419.48,414.49,422.29,1.14,0.285542273,0.314651,0.011634668,0.059049379,0.303063534,0.197046711,pori_mantyluoto_kallo-134266-fin-fmi,55,0.9711,21.46,61.59,FIN
port_adelaide_outer_harbor-61600-aus-bom_annual,709.59,716.74,711.41,720.94,0.18,0.671953670,0.130680,0.232262472,0.019122225,-0.016365101,0.340676416,port_adelaide_outer_harbor-61600-aus-bom,83,0.9653,138.4807,-34.7798,AUS
port_hardy_bc-8408-can-meds_annual,414.00,420.24,416.16,424.47,-0.16,1.000000000,0.134429,-0.053589536,0.025910875,0.131428876,0.255145511,port_hardy_bc-8408-can-meds,62,0.9635,-127.49,50.72,CAN
port_isabel-8779770-usa-noaa_annual,612.55,619.54,613.65,622.98,0.90,0.343614758,-0.076228,0.455635012,0.019557042,0.010803244,0.122504408,port_isabel-8779770-usa-noaa,81,0.978,-97.215528,26.061167,USA
port_isabel_tx-772a-usa-uhslc_rq_annual,567.72,574.47,569.64,578.63,0.09,0.768328738,-0.028744,0.464888170,0.021311612,0.035226162,0.140546587,port_isabel_tx-772a-usa-uhslc_rq,76,1.0237,-97.215,26.06,USA
port_lincoln-61900-aus-bom_annual,460.79,466.87,459.49,467.59,3.30,0.069144791,0.666708,0.197411617,0.029640419,0.549530896,0.345379111,port_lincoln-61900-aus-bom,59,0.96,135.8701,-34.7159,AUS
port_san_luis-9412110-usa-noaa_annual,534.65,541.27,536.39,545.21,0.26,0.609565123,0.140322,0.113813894,0.019552507,0.027507004,0.311758693,port_san_luis-9412110-usa-noaa,77,0.9846,-120.754194,35.168806,USA
port_san_luis_ca-565a-usa-uhslc_rq_annual,516.04,522.32,508.59,516.97,9.45,0.002116830,-0.311268,0.107671573,0.021673167,0.164103625,0.298101269,port_san_luis_ca-565a-usa-uhslc_rq,71,1.043,-120.76,35.177,USA
portland-8418150-usa-noaa_annual,980.00,988.04,981.42,992.15,0.58,0.447857796,-0.161312,0.193800899,0.009427007,-0.212327583,0.266168738,portland-8418150-usa-noaa,116,0.9963,-70.24417,43.65806,USA
portland_me-252a-usa-uhslc_rq_annual,879.54,887.42,881.54,892.04,0.00,0.987695009,-0.003428,0.186258211,0.009786686,0.027638222,0.258313095,portland_me-252a-usa-uhslc_rq,112,0.9992,-70.247,43.657,USA
portpatrick-por-gbr-bodc_annual,374.25,379.39,376.26,383.11,-0.00,1.000000000,0.662402,0.301644072,0.030081247,0.815768453,0.546569940,portpatrick-por-gbr-bodc,57,2.7151,-5.120028,54.842556,GBR
providence-8454000-usa-noaa_annual,685.06,691.93,682.70,691.86,4.36,0.036761767,-0.652466,0.257413853,0.016724391,-0.382164369,0.365297921,providence-8454000-usa-noaa,80,0.9867,-71.401199,41.807098,USA
queen_charlotte_city-9850-can-meds_annual,488.66,494.84,496.42,504.66,-5.76,1.000000000,0.599796,0.068439002,0.030605797,-0.108665143,0.499635036,queen_charlotte_city-9850-can-meds,64,0.946,-132.07,53.25,CAN
raahe-raa-fin-cmems_annual,451.25,457.16,448.02,455.90,5.23,0.022181700,0.552820,-0.020890035,0.067672748,0.535786398,0.242187281,raahe-raa-fin-cmems,55,0.991,24.407101,64.665901,FIN
raahe_lapaluoto-100540-fin-fmi_annual,458.97,464.94,455.93,463.88,5.04,0.024726070,0.539024,-0.014920183,0.064857888,0.514904675,0.249853853,raahe_lapaluoto-100540-fin-fmi,55,0.9896,24.41,64.67,FIN
ratan-2056-swe-smhi_annual,1081.50,1090.17,1052.57,1064.13,30.93,0.000000027,-0.020240,-0.776488802,0.015180876,0.018999355,0.031196373,ratan-2056-swe-smhi,135,0.9909,20.895,63.9861,SWE
ratan-rat-swe-cmems_annual,1079.93,1088.60,1052.65,1064.21,29.28,0.000000063,-0.020316,-0.776460473,0.015182351,0.018993200,0.031197530,ratan-rat-swe-cmems,135,0.9908,20.895,63.986099,SWE
rauma-rau-fin-cmems_annual,433.18,439.09,432.27,440.15,2.91,0.088163389,0.449488,-0.028237137,0.060514958,0.502551290,0.227990093,rauma-rau-fin-cmems,55,0.991,21.4258,61.133499,FIN
rauma_ulko_petajas-134224-fin-fmi_annual,442.57,448.54,442.18,450.14,2.39,0.122159637,0.465530,-0.025070526,0.057736217,0.482682652,0.238780377,rauma_ulko_petajas-134224-fin-fmi,55,0.9898,21.43,61.13,FIN
rikitea-016-fra-uhslc_fd_annual,261.89,267.50,258.90,266.38,4.99,0.025437098,-0.188190,0.243556585,0.030373000,-0.187099032,0.094314938,rikitea-016-fra-uhslc_fd,57,0.9756,-134.953,-23.125,FRA
ringhals-2105-swe-smhi_annual,482.63,488.60,480.77,488.73,3.86,0.049409983,0.905837,0.068891135,0.041604196,0.918617250,0.561724671,ringhals-2105-swe-smhi,59,0.9444,12.1125,57.2497,SWE
ringhals-rin-swe-cmems_annual,430.12,435.86,430.28,437.93,1.84,0.174984963,0.619744,0.080440983,0.041628370,0.794678450,0.528232318,ringhals-rin-swe-cmems,57,0.9771,12.1125,57.249699,SWE
riviere_au_renard-2330-can-meds_annual,401.50,406.98,401.59,408.91,1.90,0.167625587,-0.326490,0.173574805,0.031232628,-0.520157192,0.573119852,riviere_au_renard-2330-can-meds,57,0.9132,-64.38,49.0,CAN
rorvik-803-nor-uhslc_fd_annual,448.03,453.94,463.55,471.44,-13.53,1.000000000,0.896890,0.141893157,0.040447228,0.814517024,0.377539772,rorvik-803-nor-uhslc_fd,57,0.9808,11.25,64.867,NOR
rorvik-rvk-nor-nhs_annual,435.35,441.21,434.10,441.91,3.25,0.071391857,0.797868,0.010719341,0.030354884,1.013754614,0.552295958,rorvik-rvk-nor-nhs,57,0.954,11.230107,64.859456,NOR
rorviktg-ror-nor-cmems_annual,461.36,467.33,459.01,466.97,4.35,0.037045645,0.926706,-0.061350343,0.028827508,1.303925009,0.550085234,rorviktg-ror-nor-cmems,57,4.1741,11.230107,64.859459,NOR
saigo-ma54-jpn-jodc_jma_annual,363.95,370.23,364.99,373.36,0.96,0.325935840,0.096365,0.279986646,0.020144781,0.152648551,0.102375450,saigo-ma54-jpn-jodc_jma,64,0.9694,133.33111667,36.20138333,JPN
saint_francois_io-3100-can-meds_annual,576.82,582.95,578.80,586.97,0.03,0.872502154,0.216513,0.071915995,0.041160827,-0.171789304,0.864505300,saint_francois_io-3100-can-meds,64,0.9484,-70.81,47.0,CAN
saint_joseph_de_la_rive-3057-can-meds_annual,412.47,417.82,414.09,421.23,0.38,0.537544584,-0.332638,0.027423067,0.071617685,-0.138701948,0.330920421,saint_joseph_de_la_rive-3057-can-meds,58,0.8842,-70.37,47.45,CAN
sakai-ma53-jpn-jodc_jma_annual,369.56,375.53,378.40,386.36,-6.84,1.000000000,0.224961,0.355457760,0.027097258,0.273054825,0.167243532,sakai-ma53-jpn-jodc_jma,58,0.9661,133.24305,35.54778333,JPN
san_diego-569-usa-uhslc_fd_annual,778.84,787.08,793.68,804.66,-12.84,1.000000000,-0.054027,0.220859315,0.008128893,-0.125774773,0.080323296,san_diego-569-usa-uhslc_fd,120,0.996,-117.173,32.715,USA
san_diego-9410170-usa-noaa_annual,865.40,873.61,854.54,865.49,12.86,0.000335056,-0.302018,0.220784134,0.008222878,-0.569484994,0.116144492,san_diego-9410170-usa-noaa,120,0.989,-117.173583,32.714194,USA
san_diego_ca-569a-usa-uhslc_rq_annual,753.94,762.07,753.58,764.41,2.36,0.124119108,-0.074835,0.218571976,0.008588153,-0.101446468,0.085917780,san_diego_ca-569a-usa-uhslc_rq,116,1.0002,-117.173,32.713,USA
san_francisco-9414290-usa-noaa_annual,947.25,955.67,946.92,958.14,2.33,0.126509778,0.168560,0.191649168,0.008254692,0.163125193,0.119676053,san_francisco-9414290-usa-noaa,127,0.9902,-122.465889,37.806306,USA
san_francisco_ca-551-usa-uhslc_fd_annual,968.20,976.73,961.93,973.30,8.27,0.004030057,0.275829,0.197529963,0.008209928,0.387186245,0.112156011,san_francisco_ca-551-usa-uhslc_fd,129,0.9922,-122.465,37.807,USA
san_francisco_ca-551a-usa-uhslc_rq_annual,944.15,952.58,939.17,950.42,6.98,0.008248323,0.269493,0.193885304,0.008624441,0.310986836,0.118031284,san_francisco_ca-551a-usa-uhslc_rq,125,0.996,-122.465,37.807,USA
sand_island-1619910-usa-noaa_annual,529.94,536.37,531.71,540.28,0.23,0.630305960,0.265071,0.198323626,0.019672443,0.309594093,0.309073411,sand_island-1619910-usa-noaa,71,0.9888,-177.36,28.2117,USA
santander-sant-esp-ieo_annual,493.27,499.93,494.68,503.56,0.59,0.442991308,0.104557,0.233017327,0.022022836,-0.084280288,0.151066165,santander-sant-esp-ieo,74,1.1498,-3.7908,43.4614,ESP
sasebo-hd19-jpn-jodc_jcg_annual,561.95,568.78,563.37,572.47,0.58,0.445361140,0.190180,0.170929624,0.020057079,0.455087139,0.252953791,sasebo-hd19-jpn-jodc_jcg,75,0.9981,129.72388333,33.15805,JPN
seattle-9447130-usa-noaa_annual,970.01,978.52,970.05,981.40,1.96,0.161983535,-0.133360,0.206705763,0.008006976,-0.277172376,0.113970730,seattle-9447130-usa-noaa,127,0.9967,-122.339167,47.601944,USA
seward_ak-560-usa-uhslc_fd_annual,377.46,383.14,379.73,387.29,-0.27,1.000000000,-0.013720,-0.379110742,0.039460004,-0.076419920,0.205682702,seward_ak-560-usa-uhslc_fd,56,1.0453,-149.427,60.12,USA
sewells_point-8638610-usa-noaa_annual,905.02,912.68,907.02,917.24,-0.01,1.000000000,-0.003988,0.477029650,0.013111506,0.056847974,0.183303208,sewells_point-8638610-usa-noaa,99,0.9917,-76.330002,36.946701,USA
shimizuminato-ma19-jpn-jodc_jma_annual,452.13,458.31,439.13,447.37,15.00,0.000107678,-0.026985,0.643037918,0.033387250,0.114465124,0.114087572,shimizuminato-ma19-jpn-jodc_jma,60,0.984,138.5175,35.01166667,JPN
shirahama-ma27-jpn-jodc_jma_annual,444.43,450.45,446.26,454.29,0.17,0.678666403,0.128987,0.030434282,0.038346724,0.014936847,0.470938157,shirahama-ma27-jpn-jodc_jma,57,0.9831,135.37528333,33.68361667,JPN
sitka-9451600-usa-noaa_annual,676.14,683.50,671.35,681.16,6.80,0.009140676,0.264670,-0.242517053,0.016657288,0.327630100,0.167890867,sitka-9451600-usa-noaa,88,0.995,-135.342,57.051694,USA
sitka_ak-559-usa-uhslc_fd_annual,660.94,668.30,657.79,667.61,5.15,0.023265301,0.208553,-0.244717692,0.016527610,0.217940695,0.143568903,sitka_ak-559-usa-uhslc_fd,88,0.9906,-135.342,57.052,USA
sitka_ak-559a-usa-uhslc_rq_annual,631.58,638.80,627.70,637.33,5.88,0.015326211,0.226528,-0.245445304,0.018292083,0.259227845,0.147889993,sitka_ak-559a-usa-uhslc_rq,84,0.9961,-135.342,57.052,USA
smogen-2111-swe-smhi_annual,975.18,983.39,976.28,987.22,0.90,0.341867883,0.281486,-0.154343389,0.011424561,0.224885823,0.218741150,smogen-2111-swe-smhi,116,0.99,11.2178,58.3536,SWE
smogen-smo-swe-cmems_annual,975.21,983.42,976.31,987.25,0.90,0.341970101,0.281112,-0.154350769,0.011423869,0.224498391,0.218796855,smogen-smo-swe-cmems,116,0.9899,11.2178,58.3536,SWE
south_beach-9435380-usa-noaa_annual,480.19,486.32,480.67,488.84,1.52,0.217282932,-0.297698,0.178041108,0.030237778,-0.335782264,0.392923874,south_beach-9435380-usa-noaa,59,0.9922,-124.04494,44.6254,USA
south_beach_or-592-usa-uhslc_fd_annual,467.49,473.56,469.48,477.58,0.01,0.908764636,-0.029248,0.154387341,0.032419919,-0.368301141,0.411648321,south_beach_or-592-usa-uhslc_fd,59,0.9907,-124.043,44.625,USA
south_beach_or-592a-usa-uhslc_rq_annual,443.23,449.14,477.66,485.54,-32.43,1.000000000,-0.931903,0.181906012,0.037085925,-0.407951494,0.428747087,south_beach_or-592a-usa-uhslc_rq,55,0.9991,-124.043,44.625,USA
