"storm_year","max_residual","mean_sea_level"
1918,79.0270615403001,299.680456288851
1920,69.9295914060602,303.811011806525
1921,51.0423427218573,303.517278538813
1924,106.80260334061,304.862551536847
1925,72.172389272959,307.231469348428
1926,72.7538803333968,310.474832451499
1927,61.9857189604597,306.365283923304
1928,69.0808781275623,311.85654246844
1929,43.9233428422441,307.096418278593
1930,62.0292673884159,309.839384102691
1931,68.8982375933323,310.049956709957
1932,59.6889951789131,309.048420852841
1935,68.7700206645341,307.604189479334
1936,67.7134103906345,314.979573036457
1937,74.7325580639801,311.053381471056
1938,66.6900670487864,306.112201598033
1939,72.3008413180312,307.66087533495
1943,56.0277937560516,307.304114863977
1944,49.7277668341421,304.448823078887
1946,60.1087412233895,311.99340936058
1947,55.5957925122853,314.688311190598
1967,63.8428923779679,314.619313147201
1969,50.5947805373906,322.578550052966
1971,75.0090475009079,314.292115243455
1972,54.6935836708384,313.486365577889
1974,69.0971545155736,313.701327926401
1980,58.6419022697029,315.382608527132
1982,83.8176839468936,318.366724264706
1983,70.3251812737941,318.236258992806
1985,55.0741446969381,321.351765946231
1987,55.8419651360759,314.784013646887
1988,54.2839568832857,321.423690801457
1989,49.898752387795,317.948436073059
1990,81.6363442370937,320.692694063927
1991,47.7295049111005,315.583778538813
1992,52.6500641873514,312.847894675792
1993,52.7066664481677,314.740511532313
1994,59.2998698331308,316.703875570776
1995,56.4459001450087,319.522523972603
1996,62.3738420801718,324.446408368396
1997,58.9176134183062,317.413571345505
1998,56.7163742752373,320.280005845219
1999,74.3672301623881,316.191193058568
2000,51.0104478842106,317.200722050578
2001,53.7408338459099,324.002309559588
2002,64.293824763476,319.693557327259
2003,47.41949542252,326.803604797259
2004,50.8636538666551,322.287945299145
2005,79.661462118087,319.619962320164
2006,57.1984973974567,319.947999760307
2007,59.0189899527278,324.826391504018
2009,57.4201383348772,323.265550389399
2011,45.4908720072745,322.253811134235
2012,53.1299999741528,318.100109236558
2013,43.3829609820095,325.591094771242
2014,78.3136762258591,326.761735170481
2015,52.4044917938559,320.889798795335
2016,71.6902220360455,318.455991041433
2017,69.9402003029757,324.233892694064
2018,54.8184195380991,326.390532815001
2019,111.412257398594,326.967174677608
2020,46.228045848895,331.412647096858
2022,50.0785631586665,327.367616451933
2023,49.7420879753714,332.938506147066
2024,77.6468278579404,339.057009896324
2025,65.3779203551488,334.903956565152
