"storm_year","max_residual","mean_sea_level"
1941,83.9018640150146,303.644592882644
1942,97.1784418321523,306.070057803468
1943,104.943735048049,311.100989187946
1944,112.632497006044,307.881926584054
1945,101.940267375058,304.372108999313
1948,98.9326303158751,311.60440193593
1949,103.409806223104,303.776865240023
1950,81.7992896256873,310.960461095101
1951,93.371199335711,305.797400163954
1952,103.120390923567,301.786712055406
1953,113.201450559799,308.454192637893
1954,117.01930193809,306.033802816901
1955,83.176108384233,302.360113757554
1958,81.7302725720025,300.803721910112
1959,82.1390075285061,304.375244000459
1960,126.562864828378,302.257278596662
1963,134.953770818132,296.706319234642
1964,88.2647704203289,301.175660291439
1965,124.755648990834,299.440753424658
1966,116.120173316737,301.390162721893
1967,108.933189697696,296.289303482587
1968,138.607722422338,299.305970149254
1969,85.080130682748,300.083447488584
1970,77.5508281187637,298.489781938577
1971,97.0808068778663,297.619406392694
1972,88.1813225510018,294.86691712204
1973,75.5452801566375,290.180365296804
1974,139.462248006562,295.423287671233
1976,91.8145883951407,287.397468065693
1977,114.93385171048,287.674579856622
1978,72.4214411204233,275.787137891078
1981,104.69329227735,277.849194729136
1988,86.2708862331966,263.538986580287
1992,95.671868496376,263.75994967978
1993,83.9385432410222,257.288926940639
1994,89.2742351598918,259.71404109589
1995,68.8486052733997,257.698084910014
1996,102.315286220431,263.173269581056
1997,83.1220204459669,257.963470319635
1998,117.405104599985,265.854514285714
1999,86.1818928588369,257.081142857143
2000,84.1099929667302,260.426619606057
2001,89.2034184788438,256.495309997712
2002,89.677639167524,256.870918665887
2003,64.8607657438948,259.622524894128
2004,90.5703978942166,255.723360655738
2005,89.6423591917424,250.050684931507
2006,92.5161913789502,259.86700913242
2007,107.338209293012,257.452998286693
2008,79.066654468879,253.077194580439
2009,73.3690503464814,253.079452054795
2010,75.0820223269811,257.573376102646
2011,86.49686797488,255.804109589041
2012,107.579644463362,253.865709074327
2013,71.0125987922112,252.392282223998
2014,80.5243816905435,251.684064022269
2015,87.9531403964393,248.759697905939
2016,90.1063690694503,246.31064751482
2017,123.705678243256,254.456725279744
2018,79.8489662882448,249.73730558097
2019,78.0224939862458,248.010390500114
2020,76.1510539226205,252.667767277696
2021,63.6766635989573,260.359474885845
2022,68.7111008046935,254.356065798492
2023,63.9864150867381,249.966986520448
2024,98.1985624528185,249.147232976543
