"storm_year","max_residual","mean_sea_level"
1966,105.487611543162,95.2504947037597
1967,90.5579138067581,97.2205423566115
1968,112.441253360155,104.11839708561
1969,97.1313529283247,95.8119948459646
1970,97.9593817491882,101.872565963821
1971,94.1380172536239,103.544265210212
1972,137.518383696704,94.5517033826893
1973,133.762617344303,102.341743119266
1974,94.7680132028935,104.019865281425
1976,136.420023386447,99.3166533682891
1977,98.4391194284773,96.8819555759102
1978,139.3638066314,102.019409576941
1979,97.8238322178593,102.326631393298
1980,107.563714839153,103.02106111175
1981,128.30530564994,106.459579812743
1982,129.254901673757,98.2401794374394
1983,96.7347614118836,102.166112956811
1984,93.0791950457079,104.568859984698
1985,138.900107183782,98.7807480361121
1986,109.910637084884,100.542905283428
1987,107.701028755346,95.215155774186
1988,92.0447694482679,104.054777070064
1989,124.836643403405,103.168161950771
1990,159.368189232928,102.503444249854
1991,119.747897752454,102.910134508349
1992,122.707574133305,99.0195686900959
1993,85.813225185343,96.1655136986301
1994,118.761858235824,98.4857534246575
1995,101.33828291932,100.266723744292
1996,105.150740802036,105.363820582878
1997,89.6709856596149,94.4275684931507
1998,100.995716587256,99.4865639269406
1999,115.806679400245,106.139287059119
2000,109.266975634922,110.788313031487
2001,121.904711261827,106.92595890411
2002,100.92111659991,101.74448630137
2003,105.050629381241,101.394075342466
2004,106.155780194591,101.993101092896
2005,118.078464286856,105.059075342466
2006,83.8409167019239,98.7158789954338
2007,117.901552104737,105.717317351598
2008,129.936184747367,107.582821038251
2009,139.318655972548,109.771872146119
2010,104.81983657019,104.899668949772
2011,97.7140658721035,109.795810502283
2012,95.1716353958184,110.44412568306
2013,101.303469045638,113.669233413544
2014,117.920052840647,108.141069100391
2015,113.544838437426,102.003260363298
2016,168.691636722033,108.418668794165
2017,90.5797714262733,108.118359643102
2018,97.6819060622198,109.19816223809
2021,133.123244116424,111.844303652968
2022,123.474060211249,112.012374429224
