"storm_year","max_residual","mean_sea_level"
1926,79.142627711223,204.689215798512
1927,69.2930516315548,209.88102739726
1928,69.1998462592225,214.049237249545
1929,72.8333918044614,200.620502283105
1930,71.3497761259055,199.532671232877
1931,56.2831631939396,203.470479452055
1932,70.4688383879142,207.184972677596
1933,70.0341242521912,207.945605022831
1934,77.2027395791964,212.123367579909
1935,77.7947966754384,209.289417808219
1936,77.4055818211845,205.773816029144
1937,60.3389234400472,201.385719178082
1938,54.4777362500871,209.887602739726
1939,68.8846378029436,200.064200913242
1940,58.9118235243782,206.578859289617
1941,64.7755375837265,209.57901826484
1942,61.120338554791,208.967785388128
1943,74.0233040129246,208.045194063927
1944,51.9502753948244,200.007411202186
1945,72.43828457131,199.96997716895
1948,68.6358360964047,210.92374402611
1949,60.9448696294443,222.363424657534
1950,63.4149197471336,204.078310502283
1951,73.3421867514843,212.26553652968
1952,81.8046285846278,210.539947632058
1953,66.9467725698277,206.344760273973
1954,66.9768268514189,209.330445205479
1955,57.0159922861508,203.703892694064
1956,72.6895432171261,211.328893442623
1957,61.0528300462327,203.298698630137
1958,72.1624868735146,212.21546803653
1959,65.8033702115429,207.508207762557
1960,69.6805432610699,205.700068306011
1961,66.5317277119262,206.705410958904
1962,114.970117864226,199.617568493151
1963,71.9621378734218,204.304851598174
1964,74.3192875123356,204.504075591985
1965,63.3518429679217,207.299942922374
1966,67.8955138246936,206.244052511416
1967,58.3653770525398,205.633333333333
1968,58.8100177861443,202.303882058288
1969,50.7519119778456,213.500216894977
1970,71.1362691716901,203.055810502283
1971,66.7958314221635,206.744657534247
1972,85.3056081108527,211.564981785064
1973,64.7507413505995,202.622636986301
1974,64.2268306021407,209.481198630137
1975,97.9019825527149,202.86696347032
1976,61.4887088944042,204.311555100182
1977,57.7704901575638,197.291251518834
1978,77.506124194726,207.209052511416
1979,84.1190987459076,198.201598068521
1980,76.5594668780445,203.903973132969
1981,47.2223206983299,202.618584474886
1982,83.7849530003755,209.776130136986
1983,74.3966858334739,219.211415525114
1984,125.072486318465,209.982240437158
1985,58.623909012377,202.471500451555
1986,68.3443560116178,203.222705479452
1987,56.4765628873108,202.598595890411
1988,72.3616669578388,199.623724954463
1989,61.1493199886998,198.639417808219
1990,65.8952801097149,201.329805936073
1991,57.2316454796975,203.909543378995
1992,67.7267139847657,205.04560564663
1993,60.6303691588046,205.850102739726
1994,73.4973720297173,199.338584474886
1995,58.771547024301,207.545924657534
1996,100.446978036229,212.02314435337
1997,81.4950846162265,212.915525114155
1998,59.9650046178857,218.481461187215
1999,92.2562238763752,207.988778538813
2000,70.6674716281123,203.824296821404
2001,58.0281866862043,194.278926940639
2002,79.6089892114412,200.437363013699
2003,71.9338075987128,204.636267123288
2004,53.1076219009835,204.230327868852
2005,56.0507763176826,204.332100456621
2006,90.4531047569096,207.344189497717
2007,116.095845527611,201.849840182648
2008,95.661149457499,201.489036885246
2009,49.8653714969491,201.504589041096
2010,76.542140538534,207.727534246575
2011,50.1239714471074,208.515194063927
2012,87.269583788147,207.426536885246
2013,68.2246151001591,204.527945205479
2014,70.6581120509802,204.438059360731
2015,73.2927575874401,208.579566210046
2016,71.0926728967987,213.417281420765
2017,62.97342302354,215.641392694064
2018,59.5568615354488,206.352294520548
2019,50.9618915175654,204.078025114155
2020,49.2729765865576,204.075068306011
2021,52.5150740790505,202.482659817352
