input_path,exists,gauge_type,is_coastal,number_of_years,station_name,error
/home/pth/GESLA4/DATA/a121tg-a12-nld-cmems,yes,Coastal,yes,11,,
/home/pth/GESLA4/DATA/a2tg-a2t-bel-cmems,yes,Coastal,yes,2,,
/home/pth/GESLA4/DATA/aalesundtg-aal-nor-cmems,yes,Coastal,yes,66,,
/home/pth/GESLA4/DATA/aarhus-aar-dnk-cmems,yes,Coastal,yes,21,,
/home/pth/GESLA4/DATA/aasiaat-aas-grl-gloss,yes,Coastal,yes,3,,
/home/pth/GESLA4/DATA/abashiri-347a-jpn-uhslc_rq,yes,Coastal,yes,69,,
/home/pth/GESLA4/DATA/abashiri-347-jpn-uhslc_fd,yes,Coastal,yes,58,,
/home/pth/GESLA4/DATA/abashiri-ma02-jpn-jodc_jma,yes,Coastal,yes,57,,
/home/pth/GESLA4/DATA/abbotts_harbour-382-can-meds,yes,Coastal,yes,3,,
/home/pth/GESLA4/DATA/abercorn_creek_at_mouth_near_savannah_ga-2198820-usa-usgs,yes,River,no,12,,
/home/pth/GESLA4/DATA/abercorn_creek_near_savannahga-2198810-usa-usgs,yes,River,no,17,,
/home/pth/GESLA4/DATA/aberdeen-9441187-usa-noaa,yes,Coastal,yes,2,,
/home/pth/GESLA4/DATA/aberdeen-abe-gbr-bodc,yes,Coastal,yes,76,,
/home/pth/GESLA4/DATA/aberdeen-abe-gbr-cmems,yes,Coastal,yes,36,,
/home/pth/GESLA4/DATA/abidjanridi-230a-civ-uhslc_rq,yes,Coastal,yes,7,,
/home/pth/GESLA4/DATA/abrams_river-380-can-meds,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/absecon_channel_at_atlantic_city_nj-1410600-usa-usgs,yes,Coastal,yes,22,,
/home/pth/GESLA4/DATA/absecon_creek_at_absecon_nj-1410510-usa-usgs,yes,Coastal,yes,24,,
/home/pth/GESLA4/DATA/aburatsu-354a-jpn-uhslc_rq,yes,Coastal,yes,92,,
/home/pth/GESLA4/DATA/aburatsu-354-jpn-uhslc_fd,yes,Coastal,yes,65,,
/home/pth/GESLA4/DATA/aburatsu-ma41-jpn-jodc_jma,yes,Coastal,yes,64,,
/home/pth/GESLA4/DATA/acadia_cove-4170-can-meds,yes,Coastal,yes,2,,
/home/pth/GESLA4/DATA/acajutla-082a-slv-uhslc_rq,yes,Coastal,yes,40,,
/home/pth/GESLA4/DATA/acajutla-082b-slv-uhslc_rq,yes,Coastal,yes,9,,
/home/pth/GESLA4/DATA/acajutla-082c-slv-uhslc_rq,yes,Coastal,yes,9,,
/home/pth/GESLA4/DATA/acajutla-082-slv-uhslc_fd,yes,Coastal,yes,16,,
/home/pth/GESLA4/DATA/acajutla-9648958-usa-noaa,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/acapulco-316-mex-unam_hist,yes,Coastal,yes,55,,
/home/pth/GESLA4/DATA/acapulcoapi_nivelcbs-41-mex-unam,yes,Coastal,yes,4,,
/home/pth/GESLA4/DATA/acapulcoapi_radar-41-mex-unam,yes,Coastal,yes,4,,
/home/pth/GESLA4/DATA/acapulco_gro-316a-mex-uhslc_rq,yes,Coastal,yes,42,,
/home/pth/GESLA4/DATA/acapulco_gro-316b-mex-uhslc_rq,yes,Coastal,yes,7,,
/home/pth/GESLA4/DATA/acapulco_gro-316c-mex-uhslc_rq,yes,Coastal,yes,5,,
/home/pth/GESLA4/DATA/acapulco_gro-316-mex-uhslc_fd,yes,Coastal,yes,5,,
/home/pth/GESLA4/DATA/acapulcoyates_flotador-2-mex-unam,yes,Coastal,yes,4,,
/home/pth/GESLA4/DATA/adak_alaska-040a-usa-uhslc_rq,yes,Coastal,yes,72,,
/home/pth/GESLA4/DATA/adak_alaska-040-usa-uhslc_fd,yes,Coastal,yes,76,,
/home/pth/GESLA4/DATA/adak_island-9461380-usa-noaa,yes,Coastal,yes,76,,
/home/pth/GESLA4/DATA/adams_bayou_at_fm_3247_nr_orange_tx-8030730-usa-usgs,yes,River,no,8,,
/home/pth/GESLA4/DATA/adams_bayou_at_sh87_nr_orange_tx-8030800-usa-usgs,yes,River,no,8,,
/home/pth/GESLA4/DATA/aden-172a-yem-uhslc_rq,yes,Coastal,yes,8,,
/home/pth/GESLA4/DATA/aden-172-yem-uhslc_fd,yes,Coastal,yes,12,,
/home/pth/GESLA4/DATA/admiralty_inlet-65865-can-meds,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/admiralty_island-6220-can-meds,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/aero_trading-9338-can-meds,yes,Coastal,yes,3,,
/home/pth/GESLA4/DATA/agnes_cove-9455120-usa-noaa,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/aguadilla-9759412-usa-noaa,yes,Coastal,yes,7,,
/home/pth/GESLA4/DATA/aguadilla_pr-263a-usa-uhslc_rq,yes,Coastal,yes,7,,
/home/pth/GESLA4/DATA/aguchik_island-9456901-usa-noaa,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/aha,yes,,no,,,
/home/pth/GESLA4/DATA/aialik_bay-9455145-usa-noaa,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/aialik_sill-9455146-usa-noaa,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/aigio-aig-grc-cmems,yes,Coastal,yes,9,,
/home/pth/GESLA4/DATA/aiguillon_sur_mer-6257-fra-refmar,yes,Coastal,yes,3,,
/home/pth/GESLA4/DATA/aiguillonsurmertg_60minute-aig-fra-cmems,yes,Coastal,yes,3,,
/home/pth/GESLA4/DATA/airstrip_point-6765-can-meds,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/aiw_at_highway_544_at_socastee_sc-2110725-usa-usgs,yes,River,no,19,,
/home/pth/GESLA4/DATA/aiw_at_highway_9_at_nixons_crossroads_sc-2110777-usa-usgs,yes,Coastal,yes,19,,
/home/pth/GESLA4/DATA/ajaccio_aspretto-300-fra-refmar,yes,Coastal,yes,30,,
/home/pth/GESLA4/DATA/ajacciotg_60minute-aja-fra-cmems,yes,Coastal,yes,30,,
/home/pth/GESLA4/DATA/akabane-ma81-jpn-jodc_jma,yes,Coastal,yes,17,,
/home/pth/GESLA4/DATA/akeftapak-9468283-usa-noaa,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/akita-2002-jpn-jodc_pahb,yes,Coastal,yes,14,,
/home/pth/GESLA4/DATA/akreavenek_island-5141-can-meds,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/akulivik-4538-can-meds,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/akun_cove-9462719-usa-noaa,yes,Coastal,yes,3,,
/home/pth/GESLA4/DATA/akune-gs15-jpn-jodc_giaj,yes,Coastal,yes,54,,
/home/pth/GESLA4/DATA/akutan-9462694-usa-noaa,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/akyab_sittwe-907a-mmr-uhslc_rq,yes,Coastal,yes,13,,
/home/pth/GESLA4/DATA/akyab_sittwe-907-mmr-uhslc_fd,yes,Coastal,yes,18,,
/home/pth/GESLA4/DATA/alafia_river_at_bell_shoals_near_riverview_fl-2301638-usa-usgs,yes,River,no,14,,
/home/pth/GESLA4/DATA/alafia_river_at_gibsonton_fl-2301721-usa-usgs,yes,River,no,16,,
/home/pth/GESLA4/DATA/alafia_river_at_us_301_at_riverview_fl-2301718-usa-usgs,yes,River,no,19,,
/home/pth/GESLA4/DATA/alafia_river_near_bell_shoals_rd_nr_riverview_fl-2301635-usa-usgs,yes,River,no,6,,
/home/pth/GESLA4/DATA/alameda-9414750-usa-noaa,yes,Coastal,yes,48,,
/home/pth/GESLA4/DATA/alameda_nas-9414767-usa-noaa,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/alawai-421-usa-uhslc_fd,yes,Coastal,yes,3,,
/home/pth/GESLA4/DATA/albany-62120-aus-bom,yes,Coastal,yes,58,,
/home/pth/GESLA4/DATA/albany-8518995-usa-noaa,yes,River,no,7,,
/home/pth/GESLA4/DATA/albert_harbour-5803-can-meds,yes,Coastal,yes,3,,
/home/pth/GESLA4/DATA/alberton-1885-can-meds,yes,Coastal,yes,2,,
/home/pth/GESLA4/DATA/alblasserdam-albsdm-nld-rws_hist,yes,River,no,16,,
/home/pth/GESLA4/DATA/alborantg-alb-esp-cmems,yes,Coastal,yes,4,,
/home/pth/GESLA4/DATA/alcudiatg-alc-esp-cmems,yes,Coastal,yes,17,,
/home/pth/GESLA4/DATA/alert-3765-can-meds,yes,Coastal,yes,36,,
/home/pth/GESLA4/DATA/alert-836-can-uhslc_fd,yes,Coastal,yes,7,,
/home/pth/GESLA4/DATA/alert_bay_bc-8280-can-meds,yes,Coastal,yes,32,,
/home/pth/GESLA4/DATA/alesund-aes-nor-nhs,yes,Coastal,yes,66,,
/home/pth/GESLA4/DATA/alexander_island-66791-can-meds,yes,Coastal,yes,2,,
/home/pth/GESLA4/DATA/alexandra_narrows-9950-can-meds,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/alexandria-807a-egy-uhslc_rq,yes,Coastal,yes,8,,
/home/pth/GESLA4/DATA/alexandria-807-egy-uhslc_fd,yes,Coastal,yes,7,,
/home/pth/GESLA4/DATA/alexandria-ale-egy-noc,yes,Coastal,yes,20,,
/home/pth/GESLA4/DATA/alexandria_bay_ny-8311062-usa-noaa,yes,Lake,no,43,,
/home/pth/GESLA4/DATA/algeciras-alge-esp-ieo,yes,Coastal,yes,65,,
/home/pth/GESLA4/DATA/algecirastg-alg-esp-cmems,yes,Coastal,yes,17,,
/home/pth/GESLA4/DATA/algonac_mi-9014070-usa-noaa,yes,Lake,no,56,,
/home/pth/GESLA4/DATA/alicante2tg-ali-esp-cmems,yes,Coastal,yes,7,,
/home/pth/GESLA4/DATA/alicante_i-ali-esp-da_mm,yes,Coastal,yes,62,,
/home/pth/GESLA4/DATA/alicante_i_outer_harbour-alio-esp-da_mm,yes,Coastal,yes,129,,
/home/pth/GESLA4/DATA/alicantetg-ali-esp-cmems,yes,Coastal,yes,7,,
/home/pth/GESLA4/DATA/alice_arm_bc-9448-can-meds,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/alison_sound_bc-8488-can-meds,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/alitak-9457804-usa-noaa,yes,Coastal,yes,20,,
/home/pth/GESLA4/DATA/alliance-8761727-usa-noaa,yes,River,no,4,,
/home/pth/GESLA4/DATA/alligator_creek_near_garfield_bight_fl-251032080473400-usa-usgs,yes,Coastal,yes,19,,
/home/pth/GESLA4/DATA/allison_inlet-65602-can-meds,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/alloway_creek_at_hancocks_bridge_nj-1483050-usa-usgs,yes,Coastal,yes,8,,
/home/pth/GESLA4/DATA/almeria2tg-alm-esp-cmems,yes,Coastal,yes,8,,
/home/pth/GESLA4/DATA/almeria3tg-alm-esp-cmems,yes,Coastal,yes,7,,
/home/pth/GESLA4/DATA/almeriatg-alm-esp-cmems,yes,Coastal,yes,20,,
/home/pth/GESLA4/DATA/alofi-598a-niu-uhslc_rq,yes,Coastal,yes,6,,
/home/pth/GESLA4/DATA/alofi-598-niu-uhslc_fd,yes,Coastal,yes,9,,
/home/pth/GESLA4/DATA/alotau-069a-png-uhslc_rq,yes,Coastal,yes,12,,
/home/pth/GESLA4/DATA/alpena_mi-9075065-usa-noaa,yes,Lake,no,20,,
/home/pth/GESLA4/DATA/altamaha_river_near_everett_city_ga-2226160-usa-usgs,yes,River,no,18,,
/home/pth/GESLA4/DATA/altengamme-5930070-deu-wsv,yes,River,no,26,,
/home/pth/GESLA4/DATA/altewesertg-alt-deu-cmems,yes,Coastal,yes,12,,
/home/pth/GESLA4/DATA/althagen-9650024-deu-wsv,yes,Coastal,yes,26,,
/home/pth/GESLA4/DATA/althagentg-alt-deu-cmems,yes,Coastal,yes,6,,
/home/pth/GESLA4/DATA/alvarado-400-mex-unam_hist,yes,Coastal,yes,24,,
/home/pth/GESLA4/DATA/alvarado_flotador-22-mex-unam,yes,Coastal,yes,4,,
/home/pth/GESLA4/DATA/alvarado_radar-22-mex-unam,yes,Coastal,yes,4,,
/home/pth/GESLA4/DATA/amaliahaven-amlahvn-nld-rws,yes,Coastal,yes,3,,
/home/pth/GESLA4/DATA/amami-ma73-jpn-jodc_jma,yes,Coastal,yes,28,,
/home/pth/GESLA4/DATA/ambes-6118-fra-refmar,yes,River,no,10,,
/home/pth/GESLA4/DATA/ambestg_60minute-amb-fra-cmems,yes,River,no,10,,
/home/pth/GESLA4/DATA/ambleside_bc-7780-can-meds,yes,Coastal,yes,7,,
/home/pth/GESLA4/DATA/ambon-133a-idn-uhslc_rq,yes,Coastal,yes,13,,
/home/pth/GESLA4/DATA/ambon-133b-idn-uhslc_rq,yes,Coastal,yes,11,,
/home/pth/GESLA4/DATA/ambon-133-idn-uhslc_fd,yes,Coastal,yes,17,,
/home/pth/GESLA4/DATA/amelander_westgat_platform-awgpfm-nld-rws,yes,Coastal,yes,15,,
/home/pth/GESLA4/DATA/amelia_earhart_dam-8443662-usa-noaa,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/american_falls_ny-9063009-usa-noaa,yes,Lake,no,50,,
/home/pth/GESLA4/DATA/american_falls_ny-9063010-usa-noaa,yes,Lake,no,9,,
/home/pth/GESLA4/DATA/amherstburg_ontario-11995-can-meds,yes,Lake,no,65,,
/home/pth/GESLA4/DATA/amite_river_at_hwy_22_near_maurepas_la-7380215-usa-usgs,yes,Coastal,yes,2,,
/home/pth/GESLA4/DATA/amite_river_at_port_vincent_la-7380120-usa-usgs,yes,Coastal,yes,8,,
/home/pth/GESLA4/DATA/amite_river_diversion_south_of_whitehall_la-7380210-usa-usgs,yes,Coastal,yes,4,,
/home/pth/GESLA4/DATA/amite_river_near_french_settlement_la-7380200-usa-usgs,yes,Coastal,yes,9,,
/home/pth/GESLA4/DATA/ammassalik-297a-dnk-uhslc_rq,yes,Coastal,yes,9,,
/home/pth/GESLA4/DATA/anacostia_river_aquatic_gardens_at_washington_dc-1651750-usa-usgs,yes,River,no,11,,
/home/pth/GESLA4/DATA/anacostia_river_nr_buzzard_point_at_washington_dc-1651827-usa-usgs,yes,River,no,7,,
/home/pth/GESLA4/DATA/anchorage-9455920-usa-noaa,yes,Coastal,yes,45,,
/home/pth/GESLA4/DATA/anchor_point-2637-can-meds,yes,Coastal,yes,6,,
/home/pth/GESLA4/DATA/anchor_point-9451317-usa-noaa,yes,Coastal,yes,2,,
/home/pth/GESLA4/DATA/anchor_point-9455606-usa-noaa,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/anclote_lighthouse-8726917-usa-noaa,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/anclote_river_near_holiday_fl-2310075-usa-usgs,yes,River,no,15,,
/home/pth/GESLA4/DATA/ancona-anx-ita-ispra,yes,Coastal,yes,39,,
/home/pth/GESLA4/DATA/andenes-800a-nor-uhslc_rq,yes,Coastal,yes,28,,
/home/pth/GESLA4/DATA/andenes-800-nor-uhslc_fd,yes,Coastal,yes,35,,
/home/pth/GESLA4/DATA/andenes-anx-nor-nhs,yes,Coastal,yes,34,,
/home/pth/GESLA4/DATA/andenestg-and-nor-cmems,yes,Coastal,yes,35,,
/home/pth/GESLA4/DATA/anderson_island-64602-can-meds,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/anderson_point_mi-9087091-usa-noaa,yes,Lake,no,1,,
/home/pth/GESLA4/DATA/andratx-and-esp-cmems,yes,Coastal,yes,10,,
/home/pth/GESLA4/DATA/anewa_bay-048a-png-uhslc_rq,yes,Coastal,yes,10,,
/home/pth/GESLA4/DATA/angra_heroismo-215a-prt-uhslc_rq,yes,Coastal,yes,6,,
/home/pth/GESLA4/DATA/angra_heroismo-215b-prt-uhslc_rq,yes,Coastal,yes,11,,
/home/pth/GESLA4/DATA/anklam-9660001-deu-wsv,yes,Coastal,yes,26,,
/home/pth/GESLA4/DATA/annapolis-8575512-usa-noaa,yes,Coastal,yes,98,,
/home/pth/GESLA4/DATA/antalya-ant-tur-cmems,yes,Coastal,yes,3,,
/home/pth/GESLA4/DATA/antalya-ant-tur-eseas,yes,Coastal,yes,14,,
/home/pth/GESLA4/DATA/antigonish_harbour-1590-can-meds,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/antioch-9415064-usa-noaa,yes,River,no,2,,
/home/pth/GESLA4/DATA/antofagasta-080a-chl-uhslc_rq,yes,Coastal,yes,74,,
/home/pth/GESLA4/DATA/antofagasta-080-chl-uhslc_fd,yes,Coastal,yes,81,,
/home/pth/GESLA4/DATA/antonio_enes-191a-moz-uhslc_rq,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/antwerpen_prosperpolder-antwppppdr-nld-rws,yes,Coastal,yes,18,,
/home/pth/GESLA4/DATA/anzio-anz-ita-ispra,yes,Coastal,yes,13,,
/home/pth/GESLA4/DATA/aohama-9009-jpn-jodc_pahb,yes,Coastal,yes,13,,
/home/pth/GESLA4/DATA/aoki-7318-jpn-jodc_pahb,yes,Coastal,yes,14,,
/home/pth/GESLA4/DATA/aomoriko-0104-jpn-jodc_pahb,yes,Coastal,yes,59,,
/home/pth/GESLA4/DATA/apalachicola-8728690-usa-noaa,yes,Coastal,yes,50,,
/home/pth/GESLA4/DATA/apalachicola_fl-760a-usa-uhslc_rq,yes,Coastal,yes,46,,
/home/pth/GESLA4/DATA/apalachicola_river-8728711-usa-noaa,yes,Coastal,yes,2,,
/home/pth/GESLA4/DATA/apalachicola_river_nr_sumatrafla-2359170-usa-usgs,yes,River,no,19,,
/home/pth/GESLA4/DATA/apia-401a-wsm-uhslc_rq,yes,Coastal,yes,18,,
/home/pth/GESLA4/DATA/apia-401b-wsm-uhslc_rq,yes,Coastal,yes,29,,
/home/pth/GESLA4/DATA/apia-401-wsm-uhslc_fd,yes,Coastal,yes,33,,
/home/pth/GESLA4/DATA/apia-66840-wsm-bom,yes,Coastal,yes,30,,
/home/pth/GESLA4/DATA/applegate_island-9454794-usa-noaa,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/appoquinimink_river_at_odessa_de-1483158-usa-usgs,yes,River,no,6,,
/home/pth/GESLA4/DATA/apra_harbor-1630000-usa-noaa,yes,Coastal,yes,49,,
/home/pth/GESLA4/DATA/apra_harbor_guam-053a-usa-uhslc_rq,yes,Coastal,yes,73,,
/home/pth/GESLA4/DATA/aranmore-ara-irl-cmems,yes,Coastal,yes,18,,
/home/pth/GESLA4/DATA/aranmore_island_leabgarrow-ara-irl-mi_c,yes,Coastal,yes,18,,
/home/pth/GESLA4/DATA/aransas-8775241-usa-noaa,yes,Coastal,yes,10,,
/home/pth/GESLA4/DATA/aransas_pass-8775083-usa-noaa,yes,Coastal,yes,2,,
/home/pth/GESLA4/DATA/aransas_wildlife_refuge-8774230-usa-noaa,yes,Coastal,yes,13,,
/home/pth/GESLA4/DATA/arcachon_eyrac-190-fra-refmar,yes,Coastal,yes,32,,
/home/pth/GESLA4/DATA/arcachoneyractg_60minute-arc-fra-cmems,yes,Coastal,yes,32,,
/home/pth/GESLA4/DATA/arecibo-9757809-usa-noaa,yes,Coastal,yes,10,,
/home/pth/GESLA4/DATA/arecibo_pr-735a-pri-uhslc_rq,yes,Coastal,yes,10,,
/home/pth/GESLA4/DATA/arena_cove-9416841-usa-noaa,yes,Coastal,yes,41,,
/home/pth/GESLA4/DATA/arena_cove_ca-573a-usa-uhslc_rq,yes,Coastal,yes,38,,
/home/pth/GESLA4/DATA/argentia-835-can-meds,yes,Coastal,yes,55,,
/home/pth/GESLA4/DATA/arica-083a-chl-uhslc_rq,yes,Coastal,yes,17,,
/home/pth/GESLA4/DATA/arica-083-chl-uhslc_fd,yes,Coastal,yes,20,,
/home/pth/GESLA4/DATA/arichat-580-can-meds,yes,Coastal,yes,4,,
/home/pth/GESLA4/DATA/arisaig-1610-can-meds,yes,Coastal,yes,2,,
/home/pth/GESLA4/DATA/arklowharbour-ark-irl-cmems,yes,Coastal,yes,23,,
/home/pth/GESLA4/DATA/arklow_harbour_opw_station-ark-irl-mi_c,yes,Coastal,yes,2,,
/home/pth/GESLA4/DATA/arko-2545-swe-smhi,yes,Coastal,yes,12,,
/home/pth/GESLA4/DATA/arko-ark-swe-cmems,yes,Coastal,yes,12,,
/home/pth/GESLA4/DATA/armand_bayou_pasadena_lake_nasa_road_1-arm-usa-hct,yes,River,no,10,,
/home/pth/GESLA4/DATA/armitage_island-9449932-usa-noaa,yes,Coastal,yes,4,,
/home/pth/GESLA4/DATA/army_depot-8664662-usa-noaa,yes,River,no,1,,
/home/pth/GESLA4/DATA/arnolds_cove-818-can-meds,yes,Coastal,yes,2,,
/home/pth/GESLA4/DATA/arrecife-205a-esp-uhslc_rq,yes,Coastal,yes,15,,
/home/pth/GESLA4/DATA/arrecife-205b-esp-uhslc_rq,yes,Coastal,yes,13,,
/home/pth/GESLA4/DATA/arrecife-205d-esp-uhslc_rq,yes,Coastal,yes,5,,
/home/pth/GESLA4/DATA/arrecife-arre-esp-ieo,yes,Coastal,yes,60,,
/home/pth/GESLA4/DATA/arrecifetg-arr-esp-cmems,yes,Coastal,yes,18,,
/home/pth/GESLA4/DATA/arroyo_colorado_at_fm_106_rio_hondo_tx-8470500-usa-usgs,yes,River,no,12,,
/home/pth/GESLA4/DATA/arthur_kill_at_perth_amboy_nj-1396060-usa-usgs,yes,Coastal,yes,10,,
/home/pth/GESLA4/DATA/artificial_is-8537614-usa-noaa,yes,Coastal,yes,9,,
/home/pth/GESLA4/DATA/arun_platform-arn-gbr-cco,yes,Coastal,yes,14,,
/home/pth/GESLA4/DATA/arunplatformtg-aru-gbr-cmems,yes,Coastal,yes,16,,
/home/pth/GESLA4/DATA/arviat-5040-can-meds,yes,Coastal,yes,2,,
/home/pth/GESLA4/DATA/asamushi-gs06-jpn-jodc_giaj,yes,Coastal,yes,70,,
/home/pth/GESLA4/DATA/ascension-291a-gbr-uhslc_rq,yes,Coastal,yes,21,,
/home/pth/GESLA4/DATA/ascension-291-gbr-uhslc_fd,yes,Coastal,yes,3,,
/home/pth/GESLA4/DATA/ascension-asc-gbr-noc,yes,Coastal,yes,18,,
/home/pth/GESLA4/DATA/ashepoo_river_at_us17_nr_greenpond_sc-2175148-usa-usgs,yes,River,no,4,,
/home/pth/GESLA4/DATA/ashland_ave_ny-9063007-usa-noaa,yes,Lake,no,66,,
/home/pth/GESLA4/DATA/ashland_mi-9099050-usa-noaa,yes,Lake,no,1,,
/home/pth/GESLA4/DATA/ashley_river_at_cooke_crossroads_sc-2172081-usa-usgs,yes,River,no,7,,
/home/pth/GESLA4/DATA/ashley_river_below_summerville_sc-21720825-usa-usgs,yes,River,no,9,,
/home/pth/GESLA4/DATA/ashley_river_near_north_charleston_sc-21720869-usa-usgs,yes,River,no,27,,
/home/pth/GESLA4/DATA/ashtabula_ny-9063048-usa-noaa,yes,Lake,no,1,,
/home/pth/GESLA4/DATA/askinscreek_atavon-ask-usa-ncdem,yes,Coastal,yes,7,,
/home/pth/GESLA4/DATA/assens-ass-dnk-cmems,yes,Coastal,yes,12,,
/home/pth/GESLA4/DATA/astoria-9439040-usa-noaa,yes,Coastal,yes,101,,
/home/pth/GESLA4/DATA/astoria_downtown-9439040-usa-da_sat,yes,Coastal,yes,22,,
/home/pth/GESLA4/DATA/astoria_or-572a-usa-uhslc_rq,yes,Coastal,yes,97,,
/home/pth/GESLA4/DATA/astoria_river_pilots_dock-9439040-usa-da_sat,yes,River,no,5,,
/home/pth/GESLA4/DATA/astoria_youngs_bay-9439026-usa-da_sat,yes,Coastal,yes,13,,
/home/pth/GESLA4/DATA/atka-9461710-usa-noaa,yes,Coastal,yes,20,,
/home/pth/GESLA4/DATA/atkinson_point-6476-can-meds,yes,Coastal,yes,6,,
/home/pth/GESLA4/DATA/atlantic_beach-8516881-usa-noaa,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/atlantic_beach_triple_s_pier-8656590-usa-noaa,yes,Coastal,yes,12,,
/home/pth/GESLA4/DATA/atlantic_city-264-usa-uhslc_fd,yes,Coastal,yes,114,,
/home/pth/GESLA4/DATA/atlantic_city-8534720-usa-noaa,yes,Coastal,yes,114,,
/home/pth/GESLA4/DATA/atlantic_city_nj-264a-usa-uhslc_rq,yes,Coastal,yes,110,,
/home/pth/GESLA4/DATA/atlantic_terminals_t14a-8423005-usa-noaa,yes,Coastal,yes,2,,
/home/pth/GESLA4/DATA/atli_inlet_bc-9765-can-meds,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/auasi-404-asm-uhslc_fd,yes,Coastal,yes,3,,
/home/pth/GESLA4/DATA/aucilla_river_nr_mouth_near_nutall_rise_fl-2326550-usa-usgs,yes,Coastal,yes,4,,
/home/pth/GESLA4/DATA/auckland-070a-nzl-uhslc_rq,yes,Coastal,yes,5,,
/home/pth/GESLA4/DATA/auckland-auct-nzl-ttw,yes,Coastal,yes,16,,
/home/pth/GESLA4/DATA/audierne_port-6305-fra-refmar,yes,Coastal,yes,8,,
/home/pth/GESLA4/DATA/audiernetg_60minute-aud-fra-cmems,yes,Coastal,yes,8,,
/home/pth/GESLA4/DATA/augusta-8417144-usa-noaa,yes,River,no,1,,
/home/pth/GESLA4/DATA/aukfield_platform-aukfpfm-nld-rws,yes,Coastal,yes,21,,
/home/pth/GESLA4/DATA/aulds_cove-1570-can-meds,yes,Coastal,yes,3,,
/home/pth/GESLA4/DATA/aunuu-407-asm-uhslc_fd,yes,Coastal,yes,3,,
/home/pth/GESLA4/DATA/avalon-8571901-usa-noaa,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/avalon-9410079-usa-noaa,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/avilestg-avi-esp-cmems,yes,Coastal,yes,5,,
/home/pth/GESLA4/DATA/avoca_island_cutoff_south_of_morgan_city_la-73816501-usa-usgs,yes,River,no,12,,
/home/pth/GESLA4/DATA/avonharbor-avo-usa-ncdem,yes,Coastal,yes,4,,
/home/pth/GESLA4/DATA/avonmouth-avo-gbr-bodc,yes,Coastal,yes,40,,
/home/pth/GESLA4/DATA/avonmouth-avo-gbr-cmems,yes,Coastal,yes,26,,
/home/pth/GESLA4/DATA/awashima-hd25-jpn-jodc_jcg,yes,Coastal,yes,60,,
/home/pth/GESLA4/DATA/awayuki-ma69-jpn-jodc_jma,yes,Coastal,yes,19,,
/home/pth/GESLA4/DATA/awg_platform-awg-nld-rws,yes,Coastal,yes,2,,
/home/pth/GESLA4/DATA/awgtg-awg-nld-cmems,yes,Coastal,yes,11,,
/home/pth/GESLA4/DATA/baalhoek-baal-nld-rws,yes,Coastal,yes,2,,
/home/pth/GESLA4/DATA/babs_bay-4539-can-meds,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/back_bay_of_biloxi_near_biloxi_miss-2481270-usa-usgs,yes,Coastal,yes,17,,
/home/pth/GESLA4/DATA/back_river_at_dupont_intake_nr_kittredge_sc-2172040-usa-usgs,yes,River,no,19,,
/home/pth/GESLA4/DATA/back_river_crk_at_pleasant_cove_nr_woolwich_maine-1059555-usa-usgs,yes,Coastal,yes,6,,
/home/pth/GESLA4/DATA/back_river_tributary_at_rocky_point_park_md-158540095-usa-usgs,yes,Coastal,yes,2,,
/home/pth/GESLA4/DATA/baddeck-640-can-meds,yes,Coastal,yes,1,,
/home/pth/GESLA4/DATA/baffin_bay-8776604-usa-noaa,yes,Coastal,yes,14,,
/home/pth/GESLA4/DATA/bagenkop-bag-dnk-cmems,yes,Coastal,yes,20,,
/home/pth/GESLA4/DATA/bahia_los_angeles-310a-mex-uhslc_rq,yes,Coastal,yes,22,,
